"iso","year","qamys_dhs_full","qamys_dhs_part"
430,1970,NA,NA
430,1975,NA,NA
430,1980,NA,NA
430,1985,NA,NA
430,1990,NA,NA
430,1995,NA,NA
430,2000,NA,NA
430,2005,2.24230437753,1.78633859691
430,2010,1.71788551077,1.3621617438
430,2015,2.76921158096,2.178283932795
434,2015,NA,NA
440,1970,NA,NA
440,1975,NA,NA
440,1980,NA,NA
440,1985,NA,NA
440,1990,NA,NA
440,1995,NA,NA
440,2000,NA,NA
440,2005,NA,NA
440,2010,NA,NA
440,2015,NA,NA
442,1970,NA,NA
442,1975,NA,NA
442,1980,NA,NA
442,1985,NA,NA
442,1990,NA,NA
442,1995,NA,NA
442,2000,NA,NA
442,2005,NA,NA
442,2010,NA,NA
442,2015,NA,NA
446,1970,NA,NA
446,1975,NA,NA
446,1980,NA,NA
446,1985,NA,NA
446,1990,NA,NA
446,1995,NA,NA
446,2000,NA,NA
446,2005,NA,NA
446,2010,NA,NA
446,2015,NA,NA
450,1970,NA,NA
450,1975,NA,NA
450,1980,NA,NA
450,1985,NA,NA
450,1990,NA,NA
450,1995,NA,NA
450,2000,NA,NA
450,2005,3.03272474056,2.54554139848
450,2010,3.04549892226,2.56089245598
450,2015,3.20060381312,2.50747942144
454,1970,NA,NA
454,1975,NA,NA
454,1980,NA,NA
454,1985,NA,NA
454,1990,NA,NA
454,1995,NA,NA
454,2000,3.087943668,2.7511310025
454,2005,3.6296820763,3.2776070954
454,2010,4.03874518608,3.50549323344
454,2015,4.55522188762667,3.91995125573333
458,1970,NA,NA
458,1975,NA,NA
458,1980,NA,NA
458,1985,NA,NA
458,1990,NA,NA
458,1995,NA,NA
458,2000,NA,NA
458,2005,NA,NA
458,2010,NA,NA
458,2015,NA,NA
462,1970,NA,NA
462,1975,NA,NA
462,1980,NA,NA
462,1985,NA,NA
462,1990,NA,NA
462,1995,NA,NA
462,2000,NA,NA
462,2005,NA,NA
462,2010,NA,NA
462,2015,7.2851780554,6.7686700212
466,1970,NA,NA
466,1975,NA,NA
466,1980,NA,NA
466,1985,NA,NA
466,1990,NA,NA
466,1995,NA,NA
466,2000,0.32207390424,0.24003918576
466,2005,0.43804148696,0.30057964244
466,2010,0.5603987848,0.43630054128
466,2015,0.706996360125,0.502233606
470,1970,NA,NA
470,1975,NA,NA
470,1980,NA,NA
470,1985,NA,NA
470,1990,NA,NA
470,1995,NA,NA
470,2000,NA,NA
470,2005,NA,NA
470,2010,NA,NA
470,2015,NA,NA
474,1970,NA,NA
474,1975,NA,NA
474,1980,NA,NA
474,1985,NA,NA
474,1990,NA,NA
474,1995,NA,NA
474,2000,NA,NA
474,2005,NA,NA
474,2010,NA,NA
474,2015,NA,NA
478,2015,NA,NA
480,1970,NA,NA
480,1975,NA,NA
480,1980,NA,NA
480,1985,NA,NA
480,1990,NA,NA
480,1995,NA,NA
480,2000,NA,NA
480,2005,NA,NA
480,2010,NA,NA
480,2015,NA,NA
175,2015,NA,NA
484,1970,NA,NA
484,1975,NA,NA
484,1980,NA,NA
484,1985,NA,NA
484,1990,NA,NA
484,1995,NA,NA
484,2000,NA,NA
484,2005,NA,NA
484,2010,NA,NA
484,2015,NA,NA
583,1970,NA,NA
583,1975,NA,NA
583,1980,NA,NA
583,1985,NA,NA
583,1990,NA,NA
583,1995,NA,NA
583,2000,NA,NA
583,2005,NA,NA
583,2010,NA,NA
583,2015,NA,NA
496,1970,NA,NA
496,1975,NA,NA
496,1980,NA,NA
496,1985,NA,NA
496,1990,NA,NA
496,1995,NA,NA
496,2000,NA,NA
496,2005,NA,NA
496,2010,NA,NA
496,2015,NA,NA
499,1970,NA,NA
499,1975,NA,NA
499,1980,NA,NA
499,1985,NA,NA
499,1990,NA,NA
499,1995,NA,NA
499,2000,NA,NA
499,2005,NA,NA
499,2010,NA,NA
499,2015,NA,NA
504,1970,NA,NA
504,1975,NA,NA
504,1980,NA,NA
504,1985,NA,NA
504,1990,NA,NA
504,1995,NA,NA
504,2000,NA,NA
504,2005,2.046690844,1.848493508
504,2010,NA,NA
504,2015,NA,NA
508,1970,NA,NA
508,1975,NA,NA
508,1980,NA,NA
508,1985,NA,NA
508,1990,NA,NA
508,1995,NA,NA
508,2000,NA,NA
508,2005,0.940876909,0.81687693325
508,2010,1.2657670109,1.0589344923
508,2015,1.496238195,1.11995651081
104,1970,NA,NA
104,1975,NA,NA
104,1980,NA,NA
104,1985,NA,NA
104,1990,NA,NA
104,1995,NA,NA
104,2000,NA,NA
104,2005,NA,NA
104,2010,NA,NA
104,2015,5.6538969318,5.13679723356
516,1970,NA,NA
516,1975,NA,NA
516,1980,NA,NA
516,1985,NA,NA
516,1990,NA,NA
516,1995,NA,NA
516,2000,5.92695535607,5.37091433297
516,2005,6.7635085601,6.1159221973
516,2010,NA,NA
516,2015,7.84126573587,7.29148975572
524,1970,NA,NA
524,1975,NA,NA
524,1980,NA,NA
524,1985,NA,NA
524,1990,NA,NA
524,1995,NA,NA
524,2000,1.7272463232,1.4896646432
524,2005,2.66745461864,2.34719454256
524,2010,3.65785740425,3.32919001775
524,2015,4.45989934552,3.96210601902
528,1970,NA,NA
528,1975,NA,NA
528,1980,NA,NA
528,1985,NA,NA
528,1990,NA,NA
528,1995,NA,NA
528,2000,NA,NA
528,2005,NA,NA
528,2010,NA,NA
528,2015,NA,NA
540,1970,NA,NA
540,1975,NA,NA
540,1980,NA,NA
540,1985,NA,NA
540,1990,NA,NA
540,1995,NA,NA
540,2000,NA,NA
540,2005,NA,NA
540,2010,NA,NA
540,2015,NA,NA
554,1970,NA,NA
554,1975,NA,NA
554,1980,NA,NA
554,1985,NA,NA
554,1990,NA,NA
554,1995,NA,NA
554,2000,NA,NA
554,2005,NA,NA
554,2010,NA,NA
554,2015,NA,NA
558,1970,NA,NA
558,1975,NA,NA
558,1980,NA,NA
558,1985,NA,NA
558,1990,NA,NA
558,1995,NA,NA
558,2000,4.69056238745,4.51356003589
558,2005,NA,NA
558,2010,NA,NA
558,2015,NA,NA
562,1970,NA,NA
562,1975,NA,NA
562,1980,NA,NA
562,1985,NA,NA
562,1990,NA,NA
562,1995,NA,NA
562,2000,NA,NA
562,2005,0.2484295464,0.1693680792
562,2010,0.418556232,0.290338101
562,2015,NA,NA
566,1970,NA,NA
566,1975,NA,NA
566,1980,NA,NA
566,1985,NA,NA
566,1990,NA,NA
566,1995,NA,NA
566,2000,NA,NA
566,2005,3.4389011195,3.019944884
566,2010,3.602396545465,3.12564915081
566,2015,4.1062086,3.2772577725
578,1970,NA,NA
578,1975,NA,NA
578,1980,NA,NA
578,1985,NA,NA
578,1990,NA,NA
578,1995,NA,NA
578,2000,NA,NA
578,2005,NA,NA
578,2010,NA,NA
578,2015,NA,NA
275,1970,NA,NA
275,1975,NA,NA
275,1980,NA,NA
275,1985,NA,NA
275,1990,NA,NA
275,1995,NA,NA
275,2000,NA,NA
275,2005,NA,NA
275,2010,NA,NA
275,2015,NA,NA
512,1970,NA,NA
512,1975,NA,NA
512,1980,NA,NA
512,1985,NA,NA
512,1990,NA,NA
512,1995,NA,NA
512,2000,NA,NA
512,2005,NA,NA
512,2010,NA,NA
512,2015,NA,NA
586,1970,NA,NA
586,1975,NA,NA
586,1980,NA,NA
586,1985,NA,NA
586,1990,NA,NA
586,1995,NA,NA
586,2000,NA,NA
586,2005,1.42338045111,1.19010420898
586,2010,2.509557579,2.264952339
586,2015,3.10389034288,2.6741364094
591,1970,NA,NA
591,1975,NA,NA
591,1980,NA,NA
591,1985,NA,NA
591,1990,NA,NA
591,1995,NA,NA
591,2000,NA,NA
591,2005,NA,NA
591,2010,NA,NA
591,2015,NA,NA
598,2015,5.14485229696,3.8695265004
600,1970,NA,NA
600,1975,NA,NA
600,1980,NA,NA
600,1985,NA,NA
600,1990,NA,NA
600,1995,NA,NA
600,2000,NA,NA
600,2005,NA,NA
600,2010,NA,NA
600,2015,NA,NA
604,1970,NA,NA
604,1975,NA,NA
604,1980,NA,NA
604,1985,NA,NA
604,1990,NA,NA
604,1995,NA,NA
604,2000,8.24500912256,7.8282284416
604,2005,8.8352529162,8.4692956929
604,2010,9.43987613069,9.14258350373
604,2015,9.77650824066,9.4561364023
608,1970,NA,NA
608,1975,NA,NA
608,1980,NA,NA
608,1985,NA,NA
608,1990,NA,NA
608,1995,NA,NA
608,2000,8.1436215832,7.66101083498
608,2005,NA,NA
608,2010,8.95538476932,8.55839348848
608,2015,NA,NA
616,1970,NA,NA
616,1975,NA,NA
616,1980,NA,NA
616,1985,NA,NA
616,1990,NA,NA
616,1995,NA,NA
616,2000,NA,NA
616,2005,NA,NA
616,2010,NA,NA
616,2015,NA,NA
620,1970,NA,NA
620,1975,NA,NA
620,1980,NA,NA
620,1985,NA,NA
620,1990,NA,NA
620,1995,NA,NA
620,2000,NA,NA
620,2005,NA,NA
620,2010,NA,NA
620,2015,NA,NA
630,1970,NA,NA
630,1975,NA,NA
630,1980,NA,NA
630,1985,NA,NA
630,1990,NA,NA
630,1995,NA,NA
630,2000,NA,NA
630,2005,NA,NA
630,2010,NA,NA
630,2015,NA,NA
634,1970,NA,NA
634,1975,NA,NA
634,1980,NA,NA
634,1985,NA,NA
634,1990,NA,NA
634,1995,NA,NA
634,2000,NA,NA
634,2005,NA,NA
634,2010,NA,NA
634,2015,NA,NA
410,1970,NA,NA
410,1975,NA,NA
410,1980,NA,NA
410,1985,NA,NA
410,1990,NA,NA
410,1995,NA,NA
410,2000,NA,NA
410,2005,NA,NA
410,2010,NA,NA
410,2015,NA,NA
498,1970,NA,NA
498,1975,NA,NA
498,1980,NA,NA
498,1985,NA,NA
498,1990,NA,NA
498,1995,NA,NA
498,2000,NA,NA
498,2005,10.77207485887,10.76126501328
498,2010,NA,NA
498,2015,NA,NA
638,1970,NA,NA
638,1975,NA,NA
638,1980,NA,NA
638,1985,NA,NA
638,1990,NA,NA
638,1995,NA,NA
638,2000,NA,NA
638,2005,NA,NA
638,2010,NA,NA
638,2015,NA,NA
642,1970,NA,NA
642,1975,NA,NA
642,1980,NA,NA
642,1985,NA,NA
642,1990,NA,NA
642,1995,NA,NA
642,2000,NA,NA
642,2005,NA,NA
642,2010,NA,NA
642,2015,NA,NA
643,1970,NA,NA
643,1975,NA,NA
643,1980,NA,NA
643,1985,NA,NA
643,1990,NA,NA
643,1995,NA,NA
643,2000,NA,NA
643,2005,NA,NA
643,2010,NA,NA
643,2015,NA,NA
646,1970,NA,NA
646,1975,NA,NA
646,1980,NA,NA
646,1985,NA,NA
646,1990,NA,NA
646,1995,NA,NA
646,2000,2.2314564088,1.974223406
646,2005,2.67370873854,2.27957587263
646,2010,3.2859496166,2.9394047918
646,2015,3.7703183368,3.35004167624
662,1970,NA,NA
662,1975,NA,NA
662,1980,NA,NA
662,1985,NA,NA
662,1990,NA,NA
662,1995,NA,NA
662,2000,NA,NA
662,2005,NA,NA
662,2010,NA,NA
662,2015,NA,NA
670,1970,NA,NA
670,1975,NA,NA
670,1980,NA,NA
670,1985,NA,NA
670,1990,NA,NA
670,1995,NA,NA
670,2000,NA,NA
670,2005,NA,NA
670,2010,NA,NA
670,2015,NA,NA
882,1970,NA,NA
882,1975,NA,NA
882,1980,NA,NA
882,1985,NA,NA
882,1990,NA,NA
882,1995,NA,NA
882,2000,NA,NA
882,2005,NA,NA
882,2010,NA,NA
882,2015,NA,NA
678,1970,NA,NA
678,1975,NA,NA
678,1980,NA,NA
678,1985,NA,NA
678,1990,NA,NA
678,1995,NA,NA
678,2000,NA,NA
678,2005,NA,NA
678,2010,3.63482737428,3.0193054602
678,2015,NA,NA
682,1970,NA,NA
682,1975,NA,NA
682,1980,NA,NA
682,1985,NA,NA
682,1990,NA,NA
682,1995,NA,NA
682,2000,NA,NA
682,2005,NA,NA
682,2010,NA,NA
682,2015,NA,NA
686,1970,NA,NA
686,1975,NA,NA
686,1980,NA,NA
686,1985,NA,NA
686,1990,NA,NA
686,1995,NA,NA
686,2000,NA,NA
686,2005,1.23802313148,0.993256402305
686,2010,1.57010929056667,1.21060394231333
686,2015,2.21081998302,1.884906671235
688,1970,NA,NA
688,1975,NA,NA
688,1980,NA,NA
688,1985,NA,NA
688,1990,NA,NA
688,1995,NA,NA
688,2000,NA,NA
688,2005,NA,NA
688,2010,NA,NA
688,2015,NA,NA
690,2015,NA,NA
694,1970,NA,NA
694,1975,NA,NA
694,1980,NA,NA
694,1985,NA,NA
694,1990,NA,NA
694,1995,NA,NA
694,2000,NA,NA
694,2005,NA,NA
694,2010,1.38781176804,1.20025400598
694,2015,1.8344217917,1.6377972827
702,1970,NA,NA
702,1975,NA,NA
702,1980,NA,NA
702,1985,NA,NA
702,1990,NA,NA
702,1995,NA,NA
702,2000,NA,NA
702,2005,NA,NA
702,2010,NA,NA
702,2015,NA,NA
703,1970,NA,NA
703,1975,NA,NA
703,1980,NA,NA
703,1985,NA,NA
703,1990,NA,NA
703,1995,NA,NA
703,2000,NA,NA
703,2005,NA,NA
703,2010,NA,NA
703,2015,NA,NA
705,1970,NA,NA
705,1975,NA,NA
705,1980,NA,NA
705,1985,NA,NA
705,1990,NA,NA
705,1995,NA,NA
705,2000,NA,NA
705,2005,NA,NA
705,2010,NA,NA
705,2015,NA,NA
90,1970,NA,NA
90,1975,NA,NA
90,1980,NA,NA
90,1985,NA,NA
90,1990,NA,NA
90,1995,NA,NA
90,2000,NA,NA
90,2005,NA,NA
90,2010,NA,NA
90,2015,NA,NA
706,1970,NA,NA
706,1975,NA,NA
706,1980,NA,NA
706,1985,NA,NA
706,1990,NA,NA
706,1995,NA,NA
706,2000,NA,NA
706,2005,NA,NA
706,2010,NA,NA
706,2015,NA,NA
710,1970,NA,NA
710,1975,NA,NA
710,1980,NA,NA
710,1985,NA,NA
710,1990,NA,NA
710,1995,NA,NA
710,2000,NA,NA
710,2005,NA,NA
710,2010,NA,NA
710,2015,9.73454839161,8.66436556627
728,1970,NA,NA
728,1975,NA,NA
728,1980,NA,NA
728,1985,NA,NA
728,1990,NA,NA
728,1995,NA,NA
728,2000,NA,NA
728,2005,NA,NA
728,2010,NA,NA
728,2015,NA,NA
724,1970,NA,NA
724,1975,NA,NA
724,1980,NA,NA
724,1985,NA,NA
724,1990,NA,NA
724,1995,NA,NA
724,2000,NA,NA
724,2005,NA,NA
724,2010,NA,NA
724,2015,NA,NA
144,1970,NA,NA
144,1975,NA,NA
144,1980,NA,NA
144,1985,NA,NA
144,1990,NA,NA
144,1995,NA,NA
144,2000,NA,NA
144,2005,NA,NA
144,2010,NA,NA
144,2015,NA,NA
729,1970,NA,NA
729,1975,NA,NA
729,1980,NA,NA
729,1985,NA,NA
729,1990,NA,NA
729,1995,NA,NA
729,2000,NA,NA
729,2005,NA,NA
729,2010,NA,NA
729,2015,NA,NA
740,1970,NA,NA
740,1975,NA,NA
740,1980,NA,NA
740,1985,NA,NA
740,1990,NA,NA
740,1995,NA,NA
740,2000,NA,NA
740,2005,NA,NA
740,2010,NA,NA
740,2015,NA,NA
748,1970,NA,NA
748,1975,NA,NA
748,1980,NA,NA
748,1985,NA,NA
748,1990,NA,NA
748,1995,NA,NA
748,2000,NA,NA
748,2005,7.20032396102,6.62595282717
748,2010,NA,NA
748,2015,NA,NA
752,1970,NA,NA
752,1975,NA,NA
752,1980,NA,NA
752,1985,NA,NA
752,1990,NA,NA
752,1995,NA,NA
752,2000,NA,NA
752,2005,NA,NA
752,2010,NA,NA
752,2015,NA,NA
756,1970,NA,NA
756,1975,NA,NA
756,1980,NA,NA
756,1985,NA,NA
756,1990,NA,NA
756,1995,NA,NA
756,2000,NA,NA
756,2005,NA,NA
756,2010,NA,NA
756,2015,NA,NA
760,1970,NA,NA
760,1975,NA,NA
760,1980,NA,NA
760,1985,NA,NA
760,1990,NA,NA
760,1995,NA,NA
760,2000,NA,NA
760,2005,NA,NA
760,2010,NA,NA
760,2015,NA,NA
158,1970,NA,NA
158,1975,NA,NA
158,1980,NA,NA
158,1985,NA,NA
158,1990,NA,NA
158,1995,NA,NA
158,2000,NA,NA
158,2005,NA,NA
158,2010,NA,NA
158,2015,NA,NA
762,1970,NA,NA
762,1975,NA,NA
762,1980,NA,NA
762,1985,NA,NA
762,1990,NA,NA
762,1995,NA,NA
762,2000,NA,NA
762,2005,NA,NA
762,2010,NA,NA
762,2015,11.26645670268,9.52581894858
764,1970,NA,NA
764,1975,NA,NA
764,1980,NA,NA
764,1985,NA,NA
764,1990,NA,NA
764,1995,NA,NA
764,2000,NA,NA
764,2005,NA,NA
764,2010,NA,NA
764,2015,NA,NA
807,1970,NA,NA
807,1975,NA,NA
807,1980,NA,NA
807,1985,NA,NA
807,1990,NA,NA
807,1995,NA,NA
807,2000,NA,NA
807,2005,NA,NA
807,2010,NA,NA
807,2015,NA,NA
626,1970,NA,NA
626,1975,NA,NA
626,1980,NA,NA
626,1985,NA,NA
626,1990,NA,NA
626,1995,NA,NA
626,2000,NA,NA
626,2005,NA,NA
626,2010,4.17085946344,3.63935083526
626,2015,5.31138880608,4.33893036864
768,1970,NA,NA
768,1975,NA,NA
768,1980,NA,NA
768,1985,NA,NA
768,1990,NA,NA
768,1995,NA,NA
768,2000,NA,NA
768,2005,NA,NA
768,2010,NA,NA
768,2015,3.14015748375,2.638466704125
776,1970,NA,NA
776,1975,NA,NA
776,1980,NA,NA
776,1985,NA,NA
776,1990,NA,NA
776,1995,NA,NA
776,2000,NA,NA
776,2005,NA,NA
776,2010,NA,NA
776,2015,NA,NA
780,1970,NA,NA
780,1975,NA,NA
780,1980,NA,NA
780,1985,NA,NA
780,1990,NA,NA
780,1995,NA,NA
780,2000,NA,NA
780,2005,NA,NA
780,2010,NA,NA
780,2015,NA,NA
788,1970,NA,NA
788,1975,NA,NA
788,1980,NA,NA
788,1985,NA,NA
788,1990,NA,NA
788,1995,NA,NA
788,2000,NA,NA
788,2005,NA,NA
788,2010,NA,NA
788,2015,NA,NA
792,1970,NA,NA
792,1975,NA,NA
792,1980,NA,NA
792,1985,NA,NA
792,1990,NA,NA
792,1995,NA,NA
792,2000,NA,NA
792,2005,NA,NA
792,2010,NA,NA
792,2015,NA,NA
795,1970,NA,NA
795,1975,NA,NA
795,1980,NA,NA
795,1985,NA,NA
795,1990,NA,NA
795,1995,NA,NA
795,2000,NA,NA
795,2005,NA,NA
795,2010,NA,NA
795,2015,NA,NA
800,1970,NA,NA
800,1975,NA,NA
800,1980,NA,NA
800,1985,NA,NA
800,1990,NA,NA
800,1995,NA,NA
800,2000,3.47274745712,2.80148314896
800,2005,3.90981976956,3.22402825221
800,2010,4.4043259071,3.45016367145
800,2015,4.70761044136,3.72325945894
804,1970,NA,NA
804,1975,NA,NA
804,1980,NA,NA
804,1985,NA,NA
804,1990,NA,NA
804,1995,NA,NA
804,2000,NA,NA
804,2005,NA,NA
804,2010,NA,NA
804,2015,NA,NA
784,1970,NA,NA
784,1975,NA,NA
784,1980,NA,NA
784,1985,NA,NA
784,1990,NA,NA
784,1995,NA,NA
784,2000,NA,NA
784,2005,NA,NA
784,2010,NA,NA
784,2015,NA,NA
826,1970,NA,NA
826,1975,NA,NA
826,1980,NA,NA
826,1985,NA,NA
826,1990,NA,NA
826,1995,NA,NA
826,2000,NA,NA
826,2005,NA,NA
826,2010,NA,NA
826,2015,NA,NA
834,1970,NA,NA
834,1975,NA,NA
834,1980,NA,NA
834,1985,NA,NA
834,1990,NA,NA
834,1995,NA,NA
834,2000,NA,NA
834,2005,4.67524116084,4.37981755156
834,2010,5.21560209906,4.82024911647
834,2015,5.67826616315,5.23360886789
840,1970,NA,NA
840,1975,NA,NA
840,1980,NA,NA
840,1985,NA,NA
840,1990,NA,NA
840,1995,NA,NA
840,2000,NA,NA
840,2005,NA,NA
840,2010,NA,NA
840,2015,NA,NA
850,2015,NA,NA
858,1970,NA,NA
858,1975,NA,NA
858,1980,NA,NA
858,1985,NA,NA
858,1990,NA,NA
858,1995,NA,NA
858,2000,NA,NA
858,2005,NA,NA
858,2010,NA,NA
858,2015,NA,NA
860,2015,NA,NA
548,1970,NA,NA
548,1975,NA,NA
548,1980,NA,NA
548,1985,NA,NA
548,1990,NA,NA
548,1995,NA,NA
548,2000,NA,NA
548,2005,NA,NA
548,2010,NA,NA
548,2015,NA,NA
862,1970,NA,NA
862,1975,NA,NA
862,1980,NA,NA
862,1985,NA,NA
862,1990,NA,NA
862,1995,NA,NA
862,2000,NA,NA
862,2005,NA,NA
862,2010,NA,NA
862,2015,NA,NA
704,1970,NA,NA
704,1975,NA,NA
704,1980,NA,NA
704,1985,NA,NA
704,1990,NA,NA
704,1995,NA,NA
704,2000,NA,NA
704,2005,NA,NA
704,2010,NA,NA
704,2015,NA,NA
732,2015,NA,NA
887,1970,NA,NA
887,1975,NA,NA
887,1980,NA,NA
887,1985,NA,NA
887,1990,NA,NA
887,1995,NA,NA
887,2000,NA,NA
887,2005,NA,NA
887,2010,NA,NA
887,2015,1.27313473518,0.97951954016
894,1970,NA,NA
894,1975,NA,NA
894,1980,NA,NA
894,1985,NA,NA
894,1990,NA,NA
894,1995,NA,NA
894,2000,4.9047747709,4.1570435806
894,2005,5.26660324476,4.50154505784
894,2010,5.68833439055,4.96085593934
894,2015,5.94649101166,4.58974386102
716,1970,NA,NA
716,1975,NA,NA
716,1980,NA,NA
716,1985,NA,NA
716,1990,NA,NA
716,1995,NA,NA
716,2000,NA,NA
716,2005,9.48927978208,8.55219194904
716,2010,9.86800951815,9.1967935899
716,2015,10.45149011848,9.4487700428
