iso,year,edu_exp_
434,1985,5.081331
434,1990,4.923425
434,1995,2.26417
434,2000,4.170206
434,2005,4.423329
434,2010,3.742475
434,2015,3.969367
438,1970,4.173138
438,1975,5.02131
438,1980,4.932112
438,1985,4.157341
438,1990,4.374703
438,1995,4.125081
438,2000,2.446735
438,2005,2.00779
438,2010,2.55604
438,2015,4.673742
440,1970,5.414495
440,1975,5.769451
440,1980,5.599663
440,1985,5.274018
440,1990,5.689692
440,1995,5.29355
440,2000,5.477645
440,2005,4.939248
440,2010,4.85743
440,2015,4.11285
442,1970,2.585963
442,1975,3.7621
442,1980,4.307
442,1985,3.805732
442,1990,4.374703
442,1995,3.4353
442,2000,3.5558
442,2005,4.196439
442,2010,4.04915
442,2015,3.95519
446,1970,2.39059
446,1975,2.272197
446,1980,2.829135
446,1985,2.623468
446,1990,2.610227
446,1995,3.371775
446,2000,2.796034
446,2005,2.26119
446,2010,2.546794
446,2015,2.921367
450,1970,2.867427
450,1975,3.698992
450,1980,3.373492
450,1985,2.75618
450,1990,2.14018
450,1995,2.162613
450,2000,3.036336
450,2005,3.3177
450,2010,2.59736
450,2015,3.000063
454,1970,3.551692
454,1975,2.56305
454,1980,4.530663
454,1985,3.267885
454,1990,3.27054
454,1995,4.795007
454,2000,4.324203
454,2005,4.402799
454,2010,4.487107
454,2015,4.77585
458,1970,4.55094
458,1975,5.08761
458,1980,6.28056
458,1985,6.560157
458,1990,4.82381
458,1995,4.890893
458,2000,6.908158
458,2005,4.697755
458,2010,5.432452
458,2015,4.768057
462,1970,2.268256
462,1975,2.329819
462,1980,2.519711
462,1985,2.6203
462,1990,2.694158
462,1995,3.099722
462,2000,5.259177
462,2005,4.865036
462,2010,3.731006
462,2015,4.216915
466,1970,3.425147
466,1975,3.55959
466,1980,3.39915
466,1985,2.43537
466,1990,3.799333
466,1995,2.440715
466,2000,3.238212
466,2005,3.60509
466,2010,3.50172
466,2015,3.561467
470,1970,5.36619
470,1975,3.730836
470,1980,3.028205
470,1985,3.289272
470,1990,4.02194
470,1995,4.27743
470,2000,4.205
470,2005,5.57411
470,2010,7.170738
470,2015,5.20455
474,1970,5.809939
474,1975,6.181745
474,1980,4.281818
474,1985,3.532633
474,1990,4.105412
474,1995,4.152601
474,2000,4.537179
474,2005,4.492093
474,2010,5.831887
474,2015,4.496346
478,1970,3.425147
478,1975,4.469747
478,1980,3.979005
478,1985,3.123109
478,1990,3.799333
478,1995,2.38831
478,2000,2.87881
478,2005,3.038415
478,2010,3.092405
478,2015,2.63107
480,1970,3.576668
480,1975,5.003435
480,1980,4.549575
480,1985,3.430228
480,1990,3.340115
480,1995,3.93976
480,2000,3.734754
480,2005,3.414298
480,2010,3.766896
480,2015,4.939497
484,1970,2.648185
484,1975,2.273989
484,1980,3.873037
484,1985,2.28201
484,1990,2.881273
484,1995,3.53107
484,2000,4.497546
484,2005,4.848826
484,2010,5.064928
484,2015,5.072535
492,1970,4.173138
492,1975,5.02131
492,1980,4.932112
492,1985,.919275
492,1990,.9136
492,1995,1.152668
492,2000,1.24961
492,2005,1.35459
492,2010,1.408726
492,2015,1.416115
496,1970,2.39059
496,1975,2.272197
496,1980,2.829135
496,1985,2.623468
496,1990,2.610227
496,1995,4.86255
496,2000,5.695627
496,2005,4.91749
496,2010,4.820992
496,2015,4.481127
498,1970,4.57293
498,1975,4.051205
498,1980,3.52948
498,1985,4.125498
498,1990,4.721516
498,1995,7.2796
498,2000,5.405428
498,2005,8.140436
498,2010,6.994523
498,2015,5.579323
499,1970,2.733934
499,1975,2.847354
499,1980,3.146412
499,1985,3.289963
499,1990,4.003836
499,1995,4.152017
499,2000,3.91619
499,2005,4.293172
499,2010,4.382982
499,2015,4.067101
500,1970,6.4943
500,1975,6.181745
500,1980,4.281818
500,1985,3.532633
500,1990,4.105412
500,1995,5.11306
500,2000,4.135863
500,2005,5.119553
500,2010,5.831887
500,2015,8.32227
504,1970,4.47359
504,1975,5.968278
504,1980,5.65632
504,1985,4.971748
504,1990,4.546206
504,1995,4.996837
504,2000,4.170206
504,2005,5.301395
504,2010,3.742475
504,2015,3.969367
508,1970,3.576668
508,1975,3.702188
508,1980,4.530663
508,1985,4.647418
508,1990,6.073288
508,1995,2.591505
508,2000,3.71592
508,2005,4.3522
508,2010,6.2778
508,2015,5.925233
512,1970,3.685292
512,1975,3.981776
512,1980,4.347406
512,1985,3.454305
512,1990,3.18043
512,1995,3.614574
512,2000,3.894194
512,2005,3.85477
512,2010,4.97011
512,2015,3.991761
516,1970,4.18744
516,1975,5.398189
516,1980,6.666216
516,1985,5.843262
516,1990,6.260648
516,1995,7.21755
516,2000,6.803227
516,2005,6.32022
516,2010,5.72638
516,2015,6.504739
524,1970,2.268256
524,1975,2.329819
524,1980,2.519711
524,1985,2.6203
524,1990,2.694158
524,1995,2.893095
524,2000,3.224532
524,2005,3.791228
524,2010,3.740636
524,2015,4.70665
528,1970,6.209336
528,1975,6.228242
528,1980,5.585616
528,1985,5.600953
528,1990,4.952575
528,1995,4.53016
528,2000,4.838812
528,2005,5.100172
528,2010,5.469562
528,2015,5.41388
531,1970,5.809939
531,1975,6.181745
531,1980,4.281818
531,1985,3.532633
531,1990,4.105412
531,1995,4.152601
531,2000,4.537179
531,2005,4.492093
531,2010,4.93095
531,2015,4.496346
533,1970,5.809939
533,1975,6.181745
533,1980,4.281818
533,1985,3.532633
533,1990,4.105412
533,1995,4.579725
533,2000,4.696668
533,2005,5.105095
533,2010,6.51369
533,2015,6.335825
540,1970,5.643403
540,1975,6.29366
540,1980,8.249955
540,1985,5.863735
540,1990,5.162165
540,1995,6.148912
540,2000,6.751278
540,2005,7.891088
540,2010,5.500103
540,2015,5.582323
548,1970,5.643403
548,1975,6.29366
548,1980,8.249955
548,1985,5.863735
548,1990,4.38802
548,1995,6.901825
548,2000,8.132065
548,2005,5.39799
548,2010,4.91083
548,2015,5.12262
554,1970,4.750015
554,1975,4.815026
554,1980,4.312895
554,1985,4.02762
554,1990,5.92605
554,1995,6.22982
554,2000,6.47926
554,2005,5.98703
554,2010,6.828038
554,2015,6.391465
558,1970,2.26531
558,1975,2.82278
558,1980,4.344663
558,1985,5.35175
558,1990,2.98497
558,1995,2.57475
558,2000,2.604873
558,2005,4.376545
558,2010,4.28376
558,2015,4.16637
562,1970,1.05227
562,1975,4.469747
562,1980,3.979005
562,1985,3.123109
562,1990,3.016316
562,1995,2.89192
562,2000,2.8805
562,2005,3.895153
562,2010,4.78286
562,2015,4.640893
566,1970,3.21017
566,1975,3.06369
566,1980,3.979005
566,1985,3.123109
566,1990,3.799333
566,1995,3.31911
566,2000,3.644494
566,2005,3.598355
566,2010,3.868305
566,2015,4.104127
578,1970,5.823146
578,1975,6.032745
578,1980,5.615662
578,1985,5.74988
578,1990,6.965362
578,1995,7.292918
578,2000,7.091546
578,2005,6.632578
578,2010,7.141528
578,2015,7.764285
583,1970,5.643403
583,1975,6.29366
583,1980,8.249955
583,1985,5.863735
583,1990,5.162165
583,1995,6.40977
583,2000,6.70818
583,2005,7.891088
583,2010,5.500103
583,2015,12.4595
584,1970,5.643403
584,1975,6.29366
584,1980,8.249955
584,1985,5.863735
584,1990,5.162165
584,1995,14.53904
584,2000,10.45493
584,2005,7.891088
584,2010,5.500103
584,2015,5.582323
585,1970,5.643403
585,1975,6.29366
585,1980,8.249955
585,1985,5.863735
585,1990,5.162165
585,1995,6.148912
585,2000,7.820987
585,2005,7.891088
585,2010,5.500103
585,2015,5.582323
586,1970,1.745465
586,1975,2.149694
586,1980,2.035528
586,1985,2.61371
586,1990,2.52953
586,1995,2.815288
586,2000,1.893115
586,2005,2.570604
586,2010,2.320854
586,2015,2.85082
591,1970,3.737114
591,1975,3.999346
591,1980,3.48112
591,1985,3.579107
591,1990,3.47054
591,1995,4.114118
591,2000,4.160914
591,2005,3.50229
591,2010,3.15901
591,2015,5.194698
598,1970,5.24716
598,1975,7.38971
598,1980,8.249955
598,1985,5.863735
598,1990,5.162165
598,1995,6.148912
598,2000,6.751278
598,2005,7.891088
598,2010,5.500103
598,2015,1.96617
600,1970,2.185315
600,1975,3.436908
600,1980,3.955865
600,1985,1.39585
600,1990,1.04071
600,1995,4.21461
600,2000,3.544834
600,2005,2.73951
600,2010,3.379253
600,2015,3.43834
604,1970,3.39172
604,1975,3.436908
604,1980,3.955865
604,1985,2.994236
604,1990,2.437877
604,1995,3.27944
604,2000,2.996278
604,2005,2.825786
604,2010,3.088654
604,2015,3.859982
608,1970,3.552244
608,1975,2.804652
608,1980,1.826243
608,1985,1.72621
608,1990,3.050866
608,1995,3.434195
608,2000,2.980806
608,2005,2.580274
608,2010,3.079907
608,2015,3.694542
616,1970,4.57293
616,1975,4.051205
616,1980,3.52948
616,1985,3.80843
616,1990,4.08738
616,1995,5.03822
616,2000,5.281848
616,2005,5.10594
616,2010,4.90993
616,2015,4.72581
620,1970,1.78446
620,1975,2.934955
620,1980,3.191212
620,1985,3.266176
620,1990,4.29773
620,1995,4.907777
620,2000,5.214656
620,2005,5.032992
620,2010,5.17434
620,2015,4.88294
624,1970,3.425147
624,1975,4.469747
624,1980,3.979005
624,1985,3.123109
624,1990,3.799333
624,1995,5.24617
624,2000,3.644494
624,2005,3.598355
624,2010,1.963058
624,2015,4.104127
626,1970,3.552244
626,1975,2.804652
626,1980,3.164941
626,1985,3.450064
626,1990,3.050866
626,1995,2.918413
626,2000,3.532779
626,2005,2.10588
626,2010,1.932968
626,2015,4.594462
630,1970,7.057982
630,1975,6.609707
630,1980,4.281818
630,1985,3.532633
630,1990,4.105412
630,1995,4.152601
630,2000,4.537179
630,2005,4.492093
630,2010,6.27687
630,2015,4.496346
634,1970,2.853183
634,1975,2.164667
634,1980,4.347406
634,1985,4.264387
634,1990,5.658722
634,1995,3.961485
634,2000,3.521852
634,2005,3.87086
634,2010,3.947706
634,2015,2.86383
638,1970,3.576668
638,1975,3.702188
638,1980,4.530663
638,1985,4.647418
638,1990,6.073288
638,1995,3.885402
638,2000,4.108221
638,2005,4.402799
638,2010,4.327177
638,2015,4.387366
642,1970,4.57293
642,1975,4.051205
642,1980,3.52948
642,1985,4.125498
642,1990,4.721516
642,1995,3.24122
642,2000,3.29915
642,2005,4.011154
642,2010,3.158833
642,2015,3.040435
643,1970,4.57293
643,1975,4.051205
643,1980,3.52948
643,1985,4.125498
643,1990,4.721516
643,1995,4.585052
643,2000,4.489949
643,2005,4.986182
643,2010,4.660205
643,2015,4.642962
646,1970,3.576668
646,1975,2.274653
646,1980,3.52965
646,1985,3.52925
646,1990,6.073288
646,1995,4.38327
646,2000,4.670635
646,2005,3.99135
646,2010,4.685098
646,2015,3.402572
659,1970,5.809939
659,1975,6.181745
659,1980,4.281818
659,1985,2.93469
659,1990,2.151175
659,1995,3.30655
659,2000,4.027002
659,2005,3.867393
659,2010,5.831887
659,2015,2.60631
660,1970,5.809939
660,1975,6.181745
660,1980,4.281818
660,1985,3.532633
660,1990,4.105412
660,1995,3.568745
660,2000,4.946113
660,2005,2.89855
660,2010,5.831887
660,2015,4.496346
662,1970,5.809939
662,1975,6.181745
662,1980,5.25732
662,1985,4.64409
662,1990,7.30266
662,1995,6.13672
662,2000,4.724407
662,2005,4.524558
662,2010,3.974924
662,2015,4.606526
670,1970,5.809939
670,1975,6.181745
670,1980,4.281818
670,1985,4.4489
670,1990,4.87377
670,1995,4.89302
670,2000,8.117876
670,2005,5.903873
670,2010,5.08523
670,2015,5.741543
674,1970,2.733934
674,1975,2.847354
674,1980,3.146412
674,1985,3.289963
674,1990,4.003836
674,1995,4.152017
674,2000,3.91619
674,2005,4.293172
674,2010,2.34636
674,2015,3.14704
678,1970,4.364556
678,1975,5.45101
678,1980,3.841046
678,1985,2.731709
678,1990,3.631251
678,1995,2.76138
678,2000,3.067407
678,2005,6.32937
678,2010,6.419875
678,2015,4.8177
682,1970,3.685292
682,1975,3.981776
682,1980,5.030085
682,1985,6.25535
682,1990,5.8168
682,1995,6.073376
682,2000,6.929628
682,2005,5.486633
682,2010,3.892564
682,2015,3.991761
686,1970,3.425147
686,1975,4.469747
686,1980,3.979005
686,1985,3.123109
686,1990,3.799333
686,1995,2.508645
686,2000,2.718584
686,2005,4.171082
686,2010,5.237472
686,2015,4.954093
688,1970,2.733934
688,1975,2.847354
688,1980,3.146412
688,1985,3.289963
688,1990,4.003836
688,1995,4.152017
688,2000,3.91619
688,2005,4.293172
688,2010,4.382982
688,2015,4.067101
690,1970,4.196285
690,1975,4.54549
690,1980,12.02893
690,1985,9.117015
690,1990,9.02171
690,1995,6.683995
690,2000,5.28413
690,2005,4.77012
690,2010,3.478045
690,2015,4.41832
694,1970,3.425147
694,1975,4.469747
694,1980,3.979005
694,1985,3.123109
694,1990,3.799333
694,1995,3.31911
694,2000,3.659022
694,2005,2.6367
694,2010,2.634462
694,2015,4.94482
702,1970,2.713842
702,1975,2.424586
702,1980,3.089703
702,1985,3.65207
702,1990,3.050866
702,1995,2.918413
702,2000,3.675404
702,2005,2.955312
702,2010,3.009105
702,2015,3.694542
703,1970,4.57293
703,1975,4.051205
703,1980,3.52948
703,1985,4.027292
703,1990,4.525104
703,1995,4.174198
703,2000,4.078076
703,2005,3.709152
703,2010,4.060948
703,2015,4.26912
704,1970,3.552244
704,1975,2.804652
704,1980,3.164941
704,1985,3.450064
704,1990,3.050866
704,1995,2.918413
704,2000,3.532779
704,2005,4.85162
704,2010,5.284058
704,2015,4.25879
705,1970,2.733934
705,1975,2.847354
705,1980,3.146412
705,1985,3.289963
705,1990,5.045563
705,1995,4.92384
705,2000,5.684668
705,2005,5.387554
705,2010,5.501972
705,2015,4.855535
706,1970,1.230985
706,1975,3.702188
706,1980,4.530663
706,1985,4.647418
706,1990,6.073288
706,1995,3.885402
706,2000,4.108221
706,2005,4.402799
706,2010,4.327177
706,2015,4.387366
710,1970,4.18744
710,1975,5.398189
710,1980,6.666216
710,1985,5.10249
710,1990,5.638813
710,1995,5.72549
710,2000,5.120608
710,2005,5.04492
710,2010,6.023258
710,2015,6.042772
716,1970,3.576668
716,1975,2.31784
716,1980,3.958175
716,1985,10.92138
716,1990,26.37015
716,1995,3.885402
716,2000,4.108221
716,2005,4.402799
716,2010,4.93715
716,2015,5.113165
724,1970,1.816558
724,1975,2.142155
724,1980,3.146412
724,1985,3.345173
724,1990,3.999396
724,1995,4.372178
724,2000,4.149548
724,2005,4.379918
724,2010,4.545114
724,2015,4.24075
728,1970,4.61921
728,1975,5.993976
728,1980,5.641893
728,1985,5.081331
728,1990,4.923425
728,1995,4.578922
728,2000,4.170206
728,2005,4.423329
728,2010,1.23236
728,2015,1.339523
729,1970,4.61921
729,1975,5.993976
729,1980,5.641893
729,1985,5.081331
729,1990,4.923425
729,1995,4.578922
729,2000,4.170206
729,2005,4.423329
729,2010,3.742475
729,2015,3.969367
736,1970,4.61921
736,1975,5.993976
736,1980,5.641893
736,1985,5.081331
736,1990,4.923425
736,1995,4.578922
736,2000,1.356173
736,2005,1.98655
736,2010,3.742475
736,2015,3.969367
740,1970,3.004822
740,1975,3.436908
740,1980,3.955865
740,1985,2.994236
740,1990,2.437877
740,1995,3.753639
740,2000,3.716259
740,2005,3.973552
740,2010,4.424499
740,2015,4.942793
748,1970,4.18744
748,1975,4.954863
748,1980,6.211557
748,1985,5.65835
748,1990,5.31243
748,1995,5.227417
748,2000,5.201194
748,2005,6.532213
748,2010,6.703456
748,2015,6.504739
752,1970,5.414495
752,1975,6.45629
752,1980,6.746805
752,1985,5.274018
752,1990,5.425898
752,1995,6.802857
752,2000,6.80779
752,2005,6.479226
752,2010,7.225702
752,2015,7.609115
756,1970,4.173138
756,1975,5.02131
756,1980,4.384668
756,1985,4.309832
756,1990,4.837733
756,1995,4.97715
756,2000,5.204998
756,2005,4.952446
756,2010,5.004198
756,2015,5.106945
760,1970,3.60996
760,1975,5.14973
760,1980,5.497738
760,1985,4.780966
760,1990,5.658722
760,1995,3.69905
760,2000,5.418655
760,2005,4.967438
760,2010,3.892564
760,2015,3.991761
762,1970,4.57293
762,1975,4.051205
762,1980,3.52948
762,1985,4.125498
762,1990,8.18559
762,1995,2.17859
762,2000,2.534782
762,2005,3.577408
762,2010,3.98663
762,2015,5.23139
764,1970,2.699122
764,1975,2.864502
764,1980,3.12653
764,1985,2.944912
764,1990,3.179747
764,1995,4.136032
764,2000,4.338548
764,2005,3.79251
764,2010,4.243682
764,2015,3.694542
768,1970,2.1138
768,1975,6.67914
768,1980,5.63783
768,1985,4.71763
768,1990,5.67514
768,1995,4.194133
768,2000,3.522222
768,2005,3.45172
768,2010,4.466632
768,2015,5.151105
776,1970,5.643403
776,1975,6.29366
776,1980,10.34651
776,1985,5.863735
776,1990,5.162165
776,1995,5.525905
776,2000,4.266762
776,2005,7.891088
776,2010,5.500103
776,2015,5.582323
780,1970,5.809939
780,1975,6.181745
780,1980,5.216497
780,1985,4.98381
780,1990,3.54297
780,1995,3.065514
780,2000,3.125138
780,2005,4.492093
780,2010,5.831887
780,2015,4.496346
784,1970,3.685292
784,1975,3.981776
784,1980,4.347406
784,1985,4.264387
784,1990,5.658722
784,1995,4.0492
784,2000,4.691046
784,2005,4.015701
784,2010,3.892564
784,2015,3.991761
788,1970,4.61921
788,1975,5.993976
788,1980,5.27713
788,1985,5.709605
788,1990,5.946692
788,1995,6.416897
788,2000,6.34627
788,2005,6.43127
788,2010,6.25259
788,2015,6.59921
792,1970,3.685292
792,1975,3.63147
792,1980,2.16001
792,1985,1.62384
792,1990,3.39515
792,1995,2.568875
792,2000,2.765838
792,2005,2.75063
792,2010,3.892564
792,2015,3.991761
795,1970,4.57293
795,1975,4.051205
795,1980,3.52948
795,1985,4.125498
795,1990,6.88689
795,1995,3.750201
795,2000,3.187788
795,2005,4.019699
795,2010,3.04925
795,2015,4.960703
796,1970,5.809939
796,1975,6.181745
796,1980,4.281818
796,1985,3.532633
796,1990,4.105412
796,1995,4.152601
796,2000,4.83994
796,2005,2.541
796,2010,5.831887
796,2015,3.0359
798,1970,5.643403
798,1975,6.29366
798,1980,8.249955
798,1985,5.863735
798,1990,7.55418
798,1995,3.73083
798,2000,6.751278
798,2005,7.891088
798,2010,5.500103
798,2015,5.582323
800,1970,3.300733
800,1975,2.94881
800,1980,2.21099
800,1985,4.267805
800,1990,6.073288
800,1995,3.885402
800,2000,3.70702
800,2005,4.402799
800,2010,2.473852
800,2015,2.645118
804,1970,4.57293
804,1975,4.051205
804,1980,3.52948
804,1985,4.125498
804,1990,4.721516
804,1995,4.507643
804,2000,5.042258
804,2005,6.43813
804,2010,6.350325
804,2015,5.21102
807,1970,2.733934
807,1975,2.847354
807,1980,3.146412
807,1985,3.289963
807,1990,4.630103
807,1995,4.28717
807,2000,3.30015
807,2005,4.293172
807,2010,4.382982
807,2015,4.067101
810,1970,4.57293
810,1975,4.051205
810,1980,3.52948
810,1985,4.125498
810,1990,4.721516
810,1995,4.585052
810,2000,3.421448
810,2005,3.913313
810,2010,3.852793
810,2015,3.788375
818,1970,4.76483
818,1975,4.83164
818,1980,5.036704
818,1985,4.56264
818,1990,4.277377
818,1995,4.637785
818,2000,4.808175
818,2005,4.060412
818,2010,3.742475
818,2015,3.969367
826,1970,5.25776
826,1975,6.252117
826,1980,5.10156
826,1985,4.348032
826,1990,4.34083
826,1995,4.372365
826,2000,4.496864
826,2005,4.990134
826,2010,5.660265
826,2015,5.54818
834,1970,3.576668
834,1975,3.702188
834,1980,4.530663
834,1985,2.24927
834,1990,2.13807
834,1995,2.38911
834,2000,3.56123
834,2005,3.747252
834,2010,3.96329
834,2015,4.063475
840,1970,5.072641
840,1975,4.575784
840,1980,6.591778
840,1985,4.244009
840,1990,4.661194
840,1995,3.973962
840,2000,3.430919
840,2005,3.525391
840,2010,4.946395
840,2015,1.599495
854,1970,3.425147
854,1975,1.67983
854,1980,1.85814
854,1985,1.59502
854,1990,3.4511
854,1995,1.44026
854,2000,3.644494
854,2005,4.49998
854,2010,4.325906
854,2015,5.5432
858,1970,3.004822
858,1975,1.98713
858,1980,2.26645
858,1985,2.83481
858,1990,2.387443
858,1995,2.54488
858,2000,2.422692
858,2005,2.797505
858,2010,4.35527
858,2015,4.7997
860,1970,4.57293
860,1975,4.051205
860,1980,3.52948
860,1985,4.125498
860,1990,6.88689
860,1995,3.750201
860,2000,3.187788
860,2005,4.019699
860,2010,6.654405
860,2015,5.578483
862,1970,3.660835
862,1975,4.469245
862,1980,4.371948
862,1985,3.90462
862,1990,4.025377
862,1995,3.753639
862,2000,3.716259
862,2005,4.723683
862,2010,4.424499
862,2015,4.942793
882,1970,5.643403
882,1975,6.29366
882,1980,8.249955
882,1985,5.863735
882,1990,5.162165
882,1995,4.01625
882,2000,3.750203
882,2005,5.14421
882,2010,5.500103
882,2015,4.08047
887,1970,3.685292
887,1975,3.981776
887,1980,4.347406
887,1985,4.264387
887,1990,5.658722
887,1995,4.0492
887,2000,9.44159
887,2005,5.15143
887,2010,3.892564
887,2015,3.991761
890,1970,2.733934
890,1975,2.847354
890,1980,3.146412
890,1985,3.289963
890,1990,4.003836
890,1995,4.152017
890,2000,3.91619
890,2005,4.378607
890,2010,4.16434
890,2015,3.714793
894,1970,5.359006
894,1975,5.370736
894,1980,4.731776
894,1985,3.382363
894,1990,2.141943
894,1995,1.91057
894,2000,2.12581
894,2005,1.35867
894,2010,4.327177
894,2015,4.192317
