"iso","year","illiterate_prop"
430,2010,34.165531
430,2015,51.698639
434,1970,60.805031
434,1975,51.99612
434,1980,39.835609
434,1985,36.179096
434,1990,23.5
434,1995,23.224695
434,2000,13.900002
434,2005,14.547688
434,2010,11.638208
434,2015,9.1393242
440,1970,1.6242685
440,1975,1.3184115
440,1980,1.0197928
440,1985,1.5587311
440,1990,0.62949103
440,1995,0.50446296
440,2000,0.35424805
440,2005,0.33425188
440,2010,0.18440247
440,2015,0.24393523
442,1970,1.6087557
442,1975,1.1971706
442,1980,0.79552633
442,1985,0.53177327
442,1990,0.37593016
442,1995,0.29987678
442,2000,0.25392306
442,2005,0.2239619
442,2010,0.2075292
442,2015,0.2007187
446,1970,25.92742
446,1975,21.351284
446,1980,9.6218185
446,1985,14.082211
446,1990,11.737253
446,1995,9.3697538
446,2000,8.704628
446,2005,6.5002518
446,2010,4.3599625
446,2015,3.4615097
450,1970,59.59597
450,1975,55.093506
450,1980,50.382076
450,1985,45.069263
450,1990,40.262405
450,1995,35.997784
450,2000,29.313828
450,2005,35.519089
450,2010,28.427383
450,2015,25.195679
454,1970,60.759087
454,1975,57.457878
454,1980,54.000229
454,1985,51.463348
454,1990,46.586014
454,1995,35.865753
454,2000,38.170853
454,2005,34.122982
454,2010,36.772453
454,2015,37.856461
458,1970,38.884026
458,1975,32.247154
458,1980,30.483673
458,1985,21.748194
458,1990,17.084633
458,1995,14.333777
458,2000,11.312241
458,2005,9.1886625
458,2010,6.8821106
458,2015,5.4427466
462,1970,13.101389
462,1975,17.700043
462,1980,8.6672907
462,1985,7.7699509
462,1990,3.9817429
462,1995,3.6735001
462,2000,3.2369263
462,2005,1.6020966
462,2010,1.3898773
462,2015,2.2650528
466,1970,92.428329
466,1975,90.566193
466,1980,84.110664
466,1985,78.262352
466,1990,71.434776
466,1995,80.955032
466,2000,76
466,2005,73.823448
466,2010,67.669655
466,2015,65.728668
470,1970,21.163734
470,1975,18.146257
470,1980,15.382398
470,1985,13.07016
470,1990,10.748176
470,1995,12.131302
470,2000,7.3662176
470,2005,7.6369095
470,2010,6.6926422
470,2015,5.4968109
474,1970,10.376828
474,1975,8.642725
474,1980,7.2043076
474,1985,5.2450619
474,1990,4.6999969
474,1995,3.0954108
474,2000,3.0999985
474,2005,1.8116531
474,2010,3.0999985
474,2015,0.97416061
478,1970,73.171402
478,1975,70.912231
478,1980,68.165871
478,1985,65.242439
478,1990,62.382286
478,1995,59.439671
478,2000,48.79232
478,2005,54.49622
478,2010,50.935295
478,2015,46.502411
480,1970,31.350475
480,1975,27.932688
480,1980,24.548979
480,1985,21.72007
480,1990,20.13134
480,1995,16.67664
480,2000,15.696907
480,2005,12.766469
480,2010,8.7548409
480,2015,7.6030555
484,1970,23.588844
484,1975,19.889816
484,1980,17.010757
484,1985,13.717635
484,1990,12.443848
484,1995,9.6064777
484,2000,9.4119949
484,2005,7.4945116
484,2010,6.1327896
484,2015,5.0788517
496,1970,25.92742
496,1975,21.351284
496,1980,16.024881
496,1985,14.082211
496,1990,11.737253
496,1995,9.3697538
496,2000,2.2311478
496,2005,4.8509898
496,2010,1.7429962
496,2015,1.5768814
498,1970,8.21838
498,1975,6.2226982
498,1980,4.5363469
498,1985,3.6224518
498,1990,2.2201967
498,1995,1.4886284
498,2000,3.346199
498,2005,0.57277322
498,2010,0.75089645
498,2015,0.26689392
499,1970,13.417259
499,1975,9.9505424
499,1980,10.3647
499,1985,4.2652659
499,1990,6.537262
499,1995,2.3076577
499,2000,2.2265396
499,2005,1.6877451
499,2010,1.5577927
499,2015,1.1528168
504,1970,78.415764
504,1975,73.869759
504,1980,69.742203
504,1985,64.426117
504,1990,58.405891
504,1995,54.017754
504,2000,47.693741
504,2005,44.384205
504,2010,31.745224
504,2015,26.249992
508,1970,81.918869
508,1975,78.042198
508,1980,73.002289
508,1985,69.258957
508,1990,64.505058
508,1995,61.292122
508,2000,51.84116
508,2005,49.416191
508,2010,40.604229
508,2015,41.652786
512,1970,77.865143
512,1975,68.80381
512,1980,60.071701
512,1985,50.690956
512,1990,41.703964
512,1995,33.105957
512,2000,18.636688
512,2005,13.37886
512,2010,10.539898
512,2015,5.2084694
516,1970,41.129311
516,1975,36.433544
516,1980,31.879318
516,1985,27.563784
516,1990,24.183418
516,1995,20.097446
516,2000,15.05574
516,2005,23.513412
516,2010,11.725372
516,2015,8.4727325
524,1970,82.668701
524,1975,79.426224
524,1980,79.426331
524,1985,71.711914
524,1990,67.024414
524,1995,61.868126
524,2000,51.391029
524,2005,50.540165
524,2010,40.372749
524,2015,32.091568
528,1970,3.2175114
528,1975,2.3943412
528,1980,1.5910527
528,1985,1.0635465
528,1990,0.75186032
528,1995,0.59975356
528,2000,0.50784612
528,2005,0.44792381
528,2010,0.4150584
528,2015,0.4014374
530,1970,17.808514
530,1975,21.10346
530,1980,13.758053
530,1985,16.747963
530,1990,4.8964462
530,1995,13.912856
530,2000,7.0584054
530,2005,9.9192209
530,2010,6.700449
530,2015,7.0446215
531,1970,17.808514
531,1975,21.10346
531,1980,9.9020233
531,1985,16.747963
531,1990,5.9000015
531,1995,13.912856
531,2000,4
531,2005,9.9192209
531,2010,4
531,2015,7.0446215
533,1970,17.808514
533,1975,21.10346
533,1980,13.758053
533,1985,16.747963
533,1990,10.757634
533,1995,13.912856
533,2000,2.7087479
533,2005,9.9192209
533,2010,3.1773605
533,2015,2.1925812
540,1970,41.646004
540,1975,8.6996307
540,1980,35.945595
540,1985,6.9193726
540,1990,27.903666
540,1995,3.8620834
540,2000,23.590893
540,2005,19.93969
540,2010,2.1999969
540,2015,12.915357
548,1970,41.646004
548,1975,47.12608
548,1980,41.799999
548,1985,21.84107
548,1990,31.300003
548,1995,26
548,2000,21.599998
548,2005,19.93969
548,2010,15.300003
548,2015,12.49369
554,1970,1.6087557
554,1975,1.1971706
554,1980,0.79552633
554,1985,0.53177327
554,1990,0.37593016
554,1995,0.29987678
554,2000,0.25392306
554,2005,0.2239619
554,2010,0.2075292
554,2015,0.2007187
558,1970,42.244064
558,1975,40.153023
558,1980,38.136021
558,1985,36.196114
558,1990,34.321907
558,1995,32.491528
558,2000,23.322868
558,2005,21.997017
558,2010,27.738583
558,2015,17.385452
562,1970,93.861214
562,1975,92.787445
562,1980,91.404175
562,1985,89.698235
562,1990,87.757309
562,1995,85.514915
562,2000,85.623962
562,2005,71.327576
562,2010,69.439606
562,2015,73.398079
566,1970,77.609924
566,1975,71.336388
566,1980,63.938389
566,1985,56.087986
566,1990,44.553249
566,1995,40.605824
566,2000,45.226822
566,2005,48.92234
566,2010,21.542625
566,2015,37.98399
578,1970,1.6087557
578,1975,1.1971706
578,1980,0.79552633
578,1985,0.53177327
578,1990,0.37593016
578,1995,0.29987678
578,2000,0.25392306
578,2005,0.2239619
578,2010,0.2075292
578,2015,0.2007187
583,1970,3.5793533
583,1975,3.5793533
583,1980,3.5793533
583,1985,0.63085175
583,1990,0.63085175
583,1995,1.1158943
583,2000,1.1158943
583,2005,1.1158943
583,2010,1.1158943
583,2015,3.4062576
586,1970,77.898224
586,1975,74.284103
586,1980,74.274811
586,1985,66.468628
586,1990,61.845879
586,1995,57.30069
586,2000,51.898151
586,2005,46.683861
586,2010,44.110062
586,2015,40.86795
591,1970,19.764076
591,1975,16.86315
591,1980,11.928261
591,1985,12.101281
591,1990,11.220139
591,1995,8.8827944
591,2000,8.1003799
591,2005,6.5239692
591,2010,5.9058838
591,2015,4.5881882
598,1970,58.633064
598,1975,54.434772
598,1980,49.923702
598,1985,45.698662
598,1990,41.876316
598,1995,38.227352
598,2000,42.656738
598,2005,31.325369
598,2010,38.400002
598,2015,25.334488
600,1970,18.93395
600,1975,15.817893
600,1980,21.541389
600,1985,10.83977
600,1990,9.7281799
600,1995,7.5380425
600,2000,6.2680707
600,2005,6.1318183
600,2010,5.4594402
600,2015,5.2580414
604,1970,26.772978
604,1975,22.736498
604,1980,18.081543
604,1985,16.084076
604,1990,12.849373
604,1995,11.276468
604,2000,12.330147
604,2005,11.267059
604,2010,6.2251625
604,2015,5.7765274
608,1970,15.19624
608,1975,12.506391
608,1980,16.68277
608,1985,8.4585752
608,1990,6.2550659
608,1995,5.4373736
608,2000,7.4046249
608,2005,4.5799026
608,2010,3.6019974
608,2015,1.8174515
616,1970,1.6334844
616,1975,1.2572632
616,1980,0.8044374
616,1985,1.2572632
616,1990,0.37796065
616,1995,1.2572632
616,2000,0.25435582
616,2005,1.2572632
616,2010,0.20752886
616,2015,0.20068797
620,1970,24.879896
620,1975,20.678423
620,1980,20.564392
620,1985,14.41552
620,1990,12.052147
620,1995,9.041255
620,2000,6.9634171
620,2005,5.1751909
620,2010,5.5229492
620,2015,3.8624115
624,1970,86.182999
624,1975,80.041748
624,1980,78.821457
624,1985,74.459267
624,1990,69.779167
624,1995,64.50235
624,2000,58.642231
624,2005,53.040932
624,2010,54.418839
624,2015,41.367012
626,1970,30.404457
626,1975,25.705452
626,1980,23.215105
626,1985,18.365356
626,1990,15.056507
626,1995,15.729896
626,2000,62.400002
626,2005,49.400002
626,2010,41.691021
626,2015,31.933167
630,1970,13.829218
630,1975,11.986751
630,1980,13.253937
630,1985,9.2951784
630,1990,10.377502
630,1995,6.8827434
630,2000,5.948204
630,2005,5.1383619
630,2010,8.0347672
630,2015,7.6100006
634,1970,39.137493
634,1975,34.474831
634,1980,28.495119
634,1985,24.36496
634,1990,21.931269
634,1995,16.737839
634,2000,11.037613
634,2005,6.0677466
634,2010,9.0198975
634,2015,6.6953659
638,1970,33.251598
638,1975,27.607946
638,1980,21.390457
638,1985,19.715012
638,1990,16.353733
638,1995,13.643144
638,2000,11.325771
638,2005,9.2091932
638,2010,7.1383586
638,2015,5.5800066
642,1970,6.3271265
642,1975,5.2666769
642,1980,4.2563105
642,1985,3.4459076
642,1990,3.2900238
642,1995,2.2095544
642,2000,2.7024078
642,2005,1.3209325
642,2010,1.3957138
642,2015,1.1555023
643,1970,1.688182
643,1975,1.382743
643,1980,1.1037799
643,1985,0.87545735
643,1990,0.69142246
643,1995,0.53945488
643,2000,0.41244248
643,2005,0.33163258
643,2010,0.26956064
643,2015,0.23176168
646,1970,69.926804
646,1975,61.756569
646,1980,57.467659
646,1985,50.759399
646,1990,42.146511
646,1995,37.161499
646,2000,35.111397
646,2005,25.384823
646,2010,31.670855
646,2015,26.784409
654,1970,81.349655
654,1975,77.385834
654,1980,72.794395
654,1985,67.707664
654,1990,63.368469
654,1995,4.0282288
654,2000,57.805496
654,2005,53.040802
654,2010,51.279797
654,2015,47.364422
660,1970,17.808514
660,1975,21.10346
660,1980,4.5929031
660,1985,16.747963
660,1990,4.5929031
660,1995,13.912856
660,2000,7.0584054
660,2005,9.9192209
660,2010,6.700449
660,2015,7.0446215
662,1970,17.808514
662,1975,21.10346
662,1980,9.9020233
662,1985,16.747963
662,1990,5.9000015
662,1995,13.912856
662,2000,4
662,2005,9.9192209
662,2010,4
662,2015,7.0446215
670,1970,4.3678436
670,1975,21.10346
670,1980,13.758053
670,1985,16.747963
670,1990,10.757634
670,1995,13.912856
670,2000,7.0584054
670,2005,9.9192209
670,2010,6.700449
670,2015,7.0446215
674,1970,15.734859
674,1975,13.137277
674,1980,11.674517
674,1985,8.8507786
674,1990,7.7798543
674,1995,6.100039
674,2000,3.340184
674,2005,3.5038762
674,2010,2.6252508
674,2015,0.083572388
678,1970,71.674934
678,1975,66.826813
678,1980,42.675739
678,1985,52.062386
678,1990,26.757584
678,1995,42.035908
678,2000,15.091492
678,2005,30.463608
678,2010,9.8569031
678,2015,7.1833572
682,1970,61.601974
682,1975,53.0742
682,1980,44.377235
682,1985,36.709679
682,1990,29.178352
682,1995,25.924004
682,2000,18.89566
682,2005,17.404459
682,2010,5.5736618
682,2015,4.6713715
686,1970,83.977516
686,1975,80.783417
686,1980,77.607185
686,1985,73.131149
686,1990,69.877518
686,1995,65.374115
686,2000,60.724751
686,2005,54.20686
686,2010,52.565269
686,2015,48.099579
688,1970,13.417259
688,1975,9.9505424
688,1980,6.5097132
688,1985,4.2652659
688,1990,2.9425707
688,1995,2.3076577
688,2000,1.9307642
688,2005,1.6877451
688,2010,1.5564564
688,2015,1.5035934
690,1970,62.169964
690,1975,55.510612
690,1980,50.015766
690,1985,15.770782
690,1990,12.18885
690,1995,36.16555
690,2000,8.1635437
690,2005,31.476519
690,2010,6.0457687
690,2015,4.1322937
694,1970,81.349655
694,1975,77.385834
694,1980,72.794395
694,1985,67.707664
694,1990,63.368469
694,1995,57.430771
694,2000,65.17321
694,2005,53.040802
694,2010,67.57383
694,2015,56.793671
702,1970,24.695667
702,1975,19.666208
702,1980,17.093948
702,1985,12.969121
702,1990,10.903999
702,1995,8.6144047
702,2000,7.4505997
702,2005,5.5152307
702,2010,3.664412
702,2015,2.894453
703,1970,1.6087557
703,1975,1.1971706
703,1980,0.79552633
703,1985,0.53177327
703,1990,0.37593016
703,1995,0.29987678
703,2000,0.25392306
703,2005,0.2239619
703,2010,0.2075292
703,2015,0.2007187
704,1970,17.54895
704,1975,16.174057
704,1980,12.486469
704,1985,12.403549
704,1990,8.8792
704,1995,9.7217026
704,2000,9.8438721
704,2005,6.4795532
704,2010,4.280797
704,2015,4.9996185
705,1970,0.64963388
705,1975,0.5885911
705,1980,0.5255816
705,1985,0.4703005
705,1990,0.47547913
705,1995,0.3786217
705,2000,0.30000305
705,2005,0.31975231
705,2010,0.30000305
705,2015,0.2711004
706,1970,94.595352
706,1975,55.510612
706,1980,50.015766
706,1985,43.913101
706,1990,39.701962
706,1995,36.16555
706,2000,31.043764
706,2005,31.476519
706,2010,27.094393
706,2015,23.161285
710,1970,28.878979
710,1975,25.638123
710,1980,23.799507
710,1985,20.15789
710,1990,17.907564
710,1995,17.5979
710,2000,13.991755
710,2005,9.1939468
710,2010,6.5377922
710,2015,9.2927055
716,1970,39.874062
716,1975,33.504284
716,1980,22.205833
716,1985,22.252569
716,1990,16.487419
716,1995,13.702117
716,2000,9.9955311
716,2005,7.1503587
716,2010,13.861935
716,2015,3.9280734
724,1970,7.9374142
724,1975,6.5409675
724,1980,7.1902313
724,1985,4.2721434
724,1990,3.5050278
724,1995,2.6891007
724,2000,2.834877
724,2005,2.2501488
724,2010,2.0799911
724,2015,1.7232437
728,1970,70.218025
728,1975,63.683933
728,1980,56.926056
728,1985,51.426266
728,1990,44.357212
728,1995,39.340618
728,2000,34.12426
728,2005,73.168716
728,2010,23.5597
728,2015,65.477242
729,1970,72.727821
729,1975,68.11026
729,1980,62.920719
729,1985,57.256569
729,1990,51.465778
729,1995,45.612438
729,2000,39.813194
729,2005,34.723381
729,2010,30.132933
729,2015,25.88896
732,1970,78.415764
732,1975,73.869759
732,1980,69.742203
732,1985,64.426117
732,1990,58.405891
732,1995,54.017754
732,2000,47.693741
732,2005,44.384205
732,2010,31.745224
732,2015,26.249992
736,1970,70.218025
736,1975,63.683933
736,1980,56.926056
736,1985,51.426266
736,1990,44.357212
736,1995,39.340618
736,2000,38.654129
736,2005,46.48262
736,2010,23.5597
736,2015,39.302818
740,1970,19.610388
740,1975,16.917896
740,1980,15.174514
740,1985,11.837346
740,1990,9.7087831
740,1995,8.3060417
740,2000,10.401939
740,2005,5.3790588
740,2010,6.2277946
740,2015,5.6167297
748,1970,48.893192
748,1975,44.674961
748,1980,37.518959
748,1985,32.76062
748,1990,26.6353
748,1995,22.563936
748,2000,18.339302
748,2005,16.020327
748,2010,16.901711
748,2015,11.58062
752,1970,1.6087557
752,1975,1.1971706
752,1980,0.79552633
752,1985,0.53177327
752,1990,0.37593016
752,1995,0.29987678
752,2000,0.25392306
752,2005,0.2239619
752,2010,0.2075292
752,2015,0.2007187
756,1970,1.6087557
756,1975,1.1971706
756,1980,0.79552633
756,1985,0.53177327
756,1990,0.37593016
756,1995,0.29987678
756,2000,0.25392306
756,2005,0.2239619
756,2010,0.2075292
756,2015,0.2007187
760,1970,56.271076
760,1975,50.031616
760,1980,44.345501
760,1985,38.35812
760,1990,33.122692
760,1995,28.278597
760,2000,18.133614
760,2005,20.330435
760,2010,17.479919
760,2015,14.982486
762,1970,8.2146835
762,1975,5.6721563
762,1980,3.7281144
762,1985,2.3059769
762,1990,1.5808094
762,1995,1.0505743
762,2000,0.54931641
762,2005,0.47288561
762,2010,0.19999695
762,2015,0.26689839
764,1970,17.996861
764,1975,14.25926
764,1980,12.018242
764,1985,8.8403702
764,1990,6.8842955
764,1995,5.3165679
764,2000,7.3534622
764,2005,6.4935303
764,2010,4.9335098
764,2015,6.6819649
768,1970,72.031082
768,1975,67.360596
768,1980,62.398006
768,1985,57.212482
768,1990,51.806007
768,1995,46.142456
768,2000,46.822399
768,2005,43.009125
768,2010,39.590061
768,2015,36.254379
776,1970,34.288975
776,1975,0.40753937
776,1980,15.743801
776,1985,25.695402
776,1990,2.0556717
776,1995,1.0946274
776,2000,19.134161
776,2005,0.98153687
776,2010,0.61447144
776,2015,0.58563232
780,1970,7.5300217
780,1975,5.9211769
780,1980,5.0296783
780,1985,3.5742011
780,1990,3.0614471
780,1995,2.1072628
780,2000,2.0999985
780,2005,1.1636057
780,2010,1.3000031
780,2015,0.69884294
784,1970,45.12001
784,1975,46.485119
784,1980,33.797886
784,1985,28.764702
784,1990,28.630907
784,1995,26.060186
784,2000,23.300472
784,2005,9.9661484
784,2010,18.746531
784,2015,6.7728577
788,1970,69.132965
788,1975,60.282425
788,1980,51.809299
788,1985,44.750675
788,1990,38.724461
788,1995,32.813499
788,2000,25.703003
788,2005,22.624237
788,2010,20.490084
788,2015,14.894849
792,1970,40.585201
792,1975,38.372318
792,1980,34.305656
792,1985,24.031761
792,1990,20.767548
792,1995,16.722937
792,2000,12.634506
792,2005,11.044733
792,2010,5.5234556
792,2015,4.0269089
795,1970,21.64456
795,1975,16.949947
795,1980,13.397698
795,1985,7.928175
795,1990,8.5060682
795,1995,1.2216797
795,2000,0.95336914
795,2005,2.4089327
795,2010,0.30000305
795,2015,0.22787584
800,1970,61.97456
800,1975,57.206661
800,1980,52.258186
800,1985,47.114689
800,1990,43.89262
800,1995,36.027046
800,2000,31.857491
800,2005,28.626862
800,2010,28.294949
800,2015,23.472504
804,1970,1.1495061
804,1975,0.97115207
804,1980,0.80549532
804,1985,0.66102505
804,1990,0.53743809
804,1995,0.44158342
804,2000,0.56958771
804,2005,0.29833215
804,2010,0.025650024
804,2015,0.21072938
807,1970,15.734859
807,1975,13.137277
807,1980,11.674517
807,1985,8.8507786
807,1990,5.9412537
807,1995,6.100039
807,2000,3.8710709
807,2005,3.5038762
807,2010,2.1999969
807,2015,1.7880181
810,1970,3.7261147
810,1975,2.9946725
810,1980,2.277956
810,1985,2.0139465
810,1990,1.3952439
810,1995,1.1233747
810,2000,0.55902863
810,2005,0.72546411
810,2010,0.31572723
810,2015,0.26994324
818,1970,67.000763
818,1975,61.803242
818,1980,59.151711
818,1985,55.576012
818,1990,51.265083
818,1995,44.412998
818,2000,42.979256
818,2005,31.128231
818,2010,26.341942
818,2015,28.831749
826,1970,1.6087557
826,1975,1.1971706
826,1980,0.79552633
826,1985,0.53177327
826,1990,0.37593016
826,1995,0.29987678
826,2000,0.25392306
826,2005,0.2239619
826,2010,0.2075292
826,2015,0.2007187
834,1970,60.324318
834,1975,53.854645
834,1980,47.070084
834,1985,40.8862
834,1990,33.735294
834,1995,27.716082
834,2000,30.569099
834,2005,17.464447
834,2010,27.049355
834,2015,22.11277
840,1970,1.6087557
840,1975,1.1971706
840,1980,0.79552633
840,1985,0.53177327
840,1990,0.37593016
840,1995,0.29987678
840,2000,0.25392306
840,2005,0.2239619
840,2010,0.2075292
840,2015,0.2007187
850,1970,17.808514
850,1975,21.10346
850,1980,9.9020233
850,1985,16.747963
850,1990,5.9000015
850,1995,13.912856
850,2000,4
850,2005,9.9192209
850,2010,4
850,2015,7.0446215
854,1970,92.334351
854,1975,91.31485
854,1980,88.163239
854,1985,85.42942
854,1990,86.430771
854,1995,87.151833
854,2000,78.177078
854,2005,75.081497
854,2010,65.400604
854,2015,58.775551
858,1970,6.7152963
858,1975,6.1389313
858,1980,4.7097788
858,1985,4.620018
858,1990,3.1091838
858,1995,3.2181931
858,2000,2.0604589
858,2005,1.9789238
858,2010,1.6791306
858,2015,1.3987694
860,1970,35.074436
860,1975,28.227739
860,1980,23.067282
860,1985,19.007929
860,1990,15.431328
860,1995,12.579341
860,2000,1.3574219
860,2005,8.1386824
860,2010,0.012294769
860,2015,0.012235005
862,1970,21.921906
862,1975,18.04981
862,1980,15.267799
862,1985,12.315005
862,1990,10.174751
862,1995,8.3567572
862,2000,7.0201721
862,2005,4.6666832
862,2010,5.2297821
862,2015,3.1338463
882,1970,34.288975
882,1975,31.460569
882,1980,28.831764
882,1985,25.695402
882,1990,2.0556717
882,1995,21.201967
882,2000,19.134161
882,2005,17.144188
882,2010,1.026741
882,2015,0.90422821
887,1970,85.63575
887,1975,83.242195
887,1980,77.598396
887,1985,71.438194
887,1990,62.91
887,1995,57.357025
887,2000,45.900002
887,2005,44.376999
887,2010,37.68362
887,2015,31.531603
890,1970,15.734859
890,1975,13.137277
890,1980,11.674517
890,1985,8.8507786
890,1990,7.7798543
890,1995,6.100039
890,2000,3.340184
890,2005,3.5038762
890,2010,2.03759
890,2015,1.158493
894,1970,50.220753
894,1975,44.822044
894,1980,39.506969
894,1985,34.840652
894,1990,35.00174
894,1995,31.998207
894,2000,30.850777
894,2005,38.571709
894,2010,16.992332
894,2015,13.252037
