iso,year,c_exp_
428,1970,15227.4
428,1975,17890.72
428,1980,17636.33
428,1985,19025.02
428,1990,18548.47
428,1995,812.1955
428,2000,1003.344
428,2005,1418.362
428,2010,1518.602
428,2015,1448.224
430,1970,924.6931
430,1975,914.3916
430,1980,317.1434
430,1985,129.3977
430,1990,236.9456
430,1995,207.1425
430,2000,303.803
430,2005,37.01958
430,2010,59.41759
430,2015,88.65193
434,1970,1194.682
434,1975,2520.352
434,1980,2309.649
434,1985,2304.248
434,1990,2620.428
434,1995,857.3509
434,2000,2920.34
434,2005,3984.596
434,2010,1144.729
434,2015,1302.096
440,1970,15227.4
440,1975,17890.72
440,1980,17636.33
440,1985,19025.02
440,1990,18548.47
440,1995,1135.152
440,2000,1583.855
440,2005,1906.002
440,2010,1966.154
440,2015,1855.564
442,1970,329.4858
442,1975,540.9365
442,1980,660.5704
442,1985,793.7508
442,1990,39909.04
442,1995,1036.708
442,2000,1458.489
442,2005,42948.7
442,2010,2246.478
442,2015,2370.06
446,1970,2458.631
446,1975,3547.708
446,1980,6481.832
446,1985,9209.552
446,1990,15042.12
446,1995,449.1306
446,2000,457.2152
446,2005,662.0901
446,2010,1326.027
446,2015,1390.592
450,1970,151.7336
450,1975,200.3213
450,1980,179.4333
450,1985,145.9247
450,1990,125.5723
450,1995,143.2682
450,2000,222.4717
450,2005,292.8872
450,2010,254.5482
450,2015,337.5227
454,1970,35.15547
454,1975,30.69997
454,1980,262.977
454,1985,57.54511
454,1990,60.22001
454,1995,109.6442
454,2000,116.3124
454,2005,608.2354
454,2010,202.8425
454,2015,256.601
458,1970,894.7626
458,1975,1870.947
458,1980,2786.205
458,1985,3412.703
458,1990,4456.611
458,1995,6051.775
458,2000,10411.13
458,2005,9383.288
458,2010,13298.74
458,2015,14595.02
462,1970,2061.291
462,1975,3094.837
462,1980,2526.259
462,1985,2324.528
462,1990,2642.089
462,1995,6919.688
462,2000,120.8157
462,2005,136.9138
462,2010,135.7279
462,2015,185.1611
466,1970,924.6931
466,1975,115.9153
466,1980,115.2598
466,1985,98.76727
466,1990,236.9456
466,1995,156.075
466,2000,256.9124
466,2005,370.0009
466,2010,424.041
466,2015,518.1362
470,1970,60.7378
470,1975,67.28815
470,1980,89.88268
470,1985,114.8431
470,1990,179.8136
470,1995,270.3928
470,2000,312.8303
470,2005,468.3289
470,2010,661.2366
470,2015,588.2631
478,1970,924.6931
478,1975,914.3916
478,1980,317.1434
478,1985,129.3977
478,1990,236.9456
478,1995,53.52878
478,2000,72.08696
478,2005,108.5468
478,2010,125.3753
478,2015,127.058
480,1970,209.3517
480,1975,111.3049
480,1980,107.6967
480,1985,104.2226
480,1990,128.2729
480,1995,234.8217
480,2000,254.0728
480,2005,281.4224
480,2010,419.7025
480,2015,605.021
484,1970,241.9279
484,1975,224.6844
484,1980,407.6244
484,1985,12788.92
484,1990,18320.85
484,1995,25691.94
484,2000,37507.92
484,2005,44807.24
484,2010,51363.45
484,2015,56709.36
492,1970,15743.76
492,1975,19807.45
492,1980,21266.43
492,1985,28.96063
492,1990,30.84118
492,1995,42.08283
492,2000,51.83709
492,2005,64.01153
492,2010,75.45539
492,2015,92.23642
496,1970,2458.631
496,1975,3547.708
496,1980,6481.832
496,1985,9209.552
496,1990,15042.12
496,1995,164.7923
496,2000,221.4962
496,2005,295.2343
496,2010,418.0984
496,2015,492.6536
498,1970,995.8151
498,1975,995.8151
498,1980,995.8151
498,1985,4141.675
498,1990,4141.675
498,1995,337.9714
498,2000,280.6429
498,2005,553.1265
498,2010,553.4225
498,2015,538.5126
504,1970,775.2766
504,1975,1320.671
504,1980,1498.347
504,1985,1716.115
504,1990,1872.585
504,1995,2447.041
504,2000,2920.34
504,2005,4285.983
504,2010,1144.729
504,2015,1302.096
508,1970,209.3517
508,1975,197.4945
508,1980,262.977
508,1985,388.6681
508,1990,737.8761
508,1995,94.26109
508,2000,199.2317
508,2005,265.9677
508,2010,623.4944
508,2015,747.6033
512,1970,3309.508
512,1975,2321.514
512,1980,4173.942
512,1985,802.0977
512,1990,941.4889
512,1995,1336.031
512,2000,1612.304
512,2005,1815.995
512,2010,3142.955
512,2015,3422.213
516,1970,18.69248
516,1975,47.57924
516,1980,68.96449
516,1985,1967.77
516,1990,2306.398
516,1995,365.241
516,2000,371.3239
516,2005,463.9166
516,2010,531.9108
516,2015,9018.789
524,1970,2061.291
524,1975,3094.837
524,1980,2526.259
524,1985,2324.528
524,1990,2642.089
524,1995,298.4576
524,2000,384.0612
524,2005,544.4908
524,2010,663.6445
524,2015,1009.973
528,1970,19432.95
528,1975,22523.38
528,1980,21526.92
528,1985,23737.76
528,1990,24745.2
528,1995,26521.48
528,2000,33020.11
528,2005,38183.36
528,2010,42030.93
528,2015,43295.8
533,1970,1029.026
533,1975,1143.609
533,1980,811.1677
533,1985,145.4076
533,1990,465.8983
533,1995,114.2784
533,2000,124.91
533,2005,142.8154
533,2010,169.0887
533,2015,169.0388
548,1970,253.3918
548,1975,260.6519
548,1980,148.8805
548,1985,125.5214
548,1990,20.07567
548,1995,35.76867
548,2000,42.83087
548,2005,38.28132
548,2010,38.70465
548,2015,41.64391
554,1970,3258.089
554,1975,3629.508
554,1980,3570.698
554,1985,3748.584
554,1990,6218.676
554,1995,7041.667
554,2000,8367.131
554,2005,9035.631
554,2010,10997.07
554,2015,11385.45
558,1970,132.8857
558,1975,160.9768
558,1980,271.6396
558,1985,323.8951
558,1990,155.6377
558,1995,174.5223
558,2000,195.0688
558,2005,8457.155
558,2010,463.8052
558,2015,552.1106
562,1970,29.01935
562,1975,914.3916
562,1980,317.1434
562,1985,129.3977
562,1990,87.67609
562,1995,94.14314
562,2000,108.5215
562,2005,187.9229
562,2010,301.6547
562,2015,366.9605
566,1970,3368.704
566,1975,3573.802
566,1980,317.1434
566,1985,129.3977
566,1990,236.9456
566,1995,207.1425
566,2000,303.803
566,2005,351.1723
566,2010,468.7025
566,2015,581.1589
578,1970,7000.713
578,1975,8551.004
578,1980,9610.293
578,1985,11699.06
578,1990,15840.42
578,1995,20180.77
578,2000,22375.62
578,2005,23262.19
578,2010,26238.77
578,2015,30241.53
583,1970,5.674233
583,1975,19.46511
583,1980,19.46511
583,1985,19.46511
583,1990,19.46511
583,1995,19.46511
583,2000,21.30093
583,2005,40.33508
583,2010,40.33508
583,2015,40.33508
584,1970,5.674233
584,1975,20.63273
584,1980,20.63273
584,1985,20.63273
584,1990,20.63273
584,1995,20.63273
584,2000,17.00341
584,2005,40.33508
584,2010,40.33508
584,2015,40.33508
585,1970,5.674233
585,1975,17.96262
585,1980,17.96262
585,1985,17.96262
585,1990,17.96262
585,1995,17.96262
585,2000,19.27188
585,2005,40.33508
585,2010,40.33508
585,2015,40.33508
586,1970,602.672
586,1975,894.9522
586,1980,1158.862
586,1985,2015.914
586,1990,2613.913
586,1995,3520.752
586,2000,2812.764
586,2005,4955.267
586,2010,5231.541
586,2015,7808.265
591,1970,292.0783
591,1975,369.1302
591,1980,439.8199
591,1985,498.2126
591,1990,589.7817
591,1995,783.1785
591,2000,956.5903
591,2005,1269.001
591,2010,1365.132
591,2015,9419.594
598,1970,253.3918
598,1975,394.6299
598,1980,148.8805
598,1985,125.5214
598,1990,18.41082
598,1995,78.43391
598,2000,130.0243
598,2005,107.4778
598,2010,102.1178
598,2015,438.9344
600,1970,103.5103
600,1975,1617.01
600,1980,2285.038
600,1985,169.1953
600,1990,167.9928
600,1995,889.5386
600,2000,737.0629
600,2005,681.2835
600,2010,1019.439
600,2015,1277.901
604,1970,1867.759
604,1975,1617.01
604,1980,2285.038
604,1985,1964.337
604,1990,1251.489
604,1995,2827.699
604,2000,2905.235
604,2005,3693.992
604,2010,5464.483
604,2015,8032.616
608,1970,1017.434
608,1975,1066.833
608,1980,1593.5
608,1985,1384.248
608,1990,2825.494
608,1995,4008.209
608,2000,4160.752
608,2005,4634.533
608,2010,7249.968
608,2015,8517.755
616,1970,995.8151
616,1975,995.8151
616,1980,995.8151
616,1985,7773.029
616,1990,7773.029
616,1995,12443.23
616,2000,15825.66
616,2005,18982.6
616,2010,21911.15
616,2015,23373.69
620,1970,1606.912
620,1975,2820.136
620,1980,3620.28
620,1985,4264.453
620,1990,6810.494
620,1995,8758.149
620,2000,10807.54
620,2005,10907.86
620,2010,10858.61
620,2015,10220.68
624,1970,924.6931
624,1975,914.3916
624,1980,317.1434
624,1985,129.3977
624,1990,236.9456
624,1995,39.40844
624,2000,303.803
624,2005,351.1723
624,2010,21.21025
624,2015,581.1589
626,1970,1017.434
626,1975,1066.833
626,1980,1630.338
626,1985,2104.426
626,1990,2825.494
626,1995,3461.357
626,2000,5579.15
626,2005,63.49498
626,2010,55.72731
626,2015,120.8552
630,1970,2482.814
630,1975,2738.811
630,1980,811.1677
630,1985,145.4076
630,1990,465.8983
630,1995,408.9265
630,2000,616.1426
630,2005,1232.287
630,2010,6794.727
630,2015,174.4503
634,1970,3309.508
634,1975,2321.514
634,1980,4173.942
634,1985,3436.749
634,1990,4813.628
634,1995,4206.674
634,2000,1197.835
634,2005,2524.233
634,2010,4691.16
634,2015,4780.55
642,1970,995.8151
642,1975,995.8151
642,1980,995.8151
642,1985,4141.675
642,1990,4141.675
642,1995,3667.328
642,2000,3962.086
642,2005,6497.353
642,2010,5364.611
642,2015,5867.071
646,1970,209.3517
646,1975,39.52708
646,1980,76.06645
646,1985,90.8759
646,1990,737.8761
646,1995,103.8576
646,2000,125.8393
646,2005,187.0631
646,2010,281.0936
646,2015,277.5585
659,1970,1029.026
659,1975,1143.609
659,1980,811.1677
659,1985,10.09979
659,1990,9.267611
659,1995,19.01369
659,2000,28.25504
659,2005,31.36961
659,2010,2373.103
659,2015,24.97682
662,1970,1029.026
662,1975,1143.609
662,1980,28.67085
662,1985,35.32617
662,1990,87.19721
662,1995,82.0667
662,2000,64.74071
662,2005,69.54127
662,2010,64.51252
662,2015,76.32822
670,1970,1029.026
670,1975,1143.609
670,1980,811.1677
670,1985,15.91753
670,1990,19.73602
670,1995,25.92546
670,2000,47.92999
670,2005,42.7738
670,2010,36.81589
670,2015,45.33554
674,1970,8582.053
674,1975,12134.57
674,1980,16885.87
674,1985,19552.84
674,1990,14871.88
674,1995,14854.39
674,2000,15397.13
674,2005,17003.81
674,2010,43.44563
674,2015,51.3867
678,1970,135.4108
678,1975,107.6822
678,1980,366.2435
678,1985,633.5424
678,1990,249.7708
678,1995,290.6463
678,2000,5.72414
678,2005,15.30458
678,2010,19.22172
678,2015,17.74109
682,1970,3309.508
682,1975,2321.514
682,1980,14202.61
682,1985,12132.51
682,1990,18099.06
682,1995,21446.48
682,2000,27214.66
682,2005,26607.35
682,2010,3012.543
682,2015,3422.213
686,1970,924.6931
686,1975,914.3916
686,1980,317.1434
686,1985,129.3977
686,1990,236.9456
686,1995,236.2542
686,2000,295.9864
686,2005,564.4709
686,2010,836.2092
686,2015,1008.1
690,1970,10.51029
690,1975,14.58408
690,1980,48.59323
690,1985,43.86967
690,1990,61.40268
690,1995,51.16488
690,2000,45.06818
690,2005,45.73072
690,2010,43.06012
690,2015,63.6569
694,1970,924.6931
694,1975,914.3916
694,1980,317.1434
694,1985,129.3977
694,1990,236.9456
694,1995,207.1425
694,2000,61.85413
694,2005,63.8116
694,2010,91.40776
694,2015,186.6911
702,1970,469.1995
702,1975,593.2838
702,1980,1117.923
702,1985,1932.888
702,1990,2825.494
702,1995,3461.357
702,2000,5209.683
702,2005,5718.024
702,2010,7545.88
702,2015,8517.755
703,1970,995.8151
703,1975,995.8151
703,1980,995.8151
703,1985,1676.126
703,1990,1676.126
703,1995,1880.976
703,2000,2183.985
703,2005,2676.496
703,2010,3358.798
703,2015,3890.814
704,1970,1017.434
704,1975,1066.833
704,1980,1630.338
704,1985,2104.426
704,1990,2825.494
704,1995,3461.357
704,2000,5579.15
704,2005,6573.288
704,2010,8547.687
704,2015,9550.623
705,1970,8582.053
705,1975,12134.57
705,1980,16885.87
705,1985,19552.84
705,1990,1278.392
705,1995,1350.699
705,2000,2086.874
705,2005,2354.973
705,2010,2394.4
705,2015,2209.557
710,1970,18.69248
710,1975,47.57924
710,1980,68.96449
710,1985,7586.508
710,1990,8750.116
710,1995,9750.175
710,2000,9905.352
710,2005,12067.68
710,2010,16390.79
710,2015,17877.44
716,1970,209.3517
716,1975,220.5953
716,1980,482.4972
716,1985,1564.848
716,1990,4512.309
716,1995,290.1906
716,2000,394.3843
716,2005,608.2354
716,2010,1004.891
716,2015,1198.816
724,1970,8022.537
724,1975,11774.48
724,1980,16885.87
724,1985,23418.85
724,1990,31240.47
724,1995,38433.98
724,2000,44455.46
724,2005,54616.41
724,2010,55045.16
724,2015,53285.98
728,1970,1194.682
728,1975,2520.352
728,1980,2309.649
728,1985,2304.248
728,1990,2620.428
728,1995,2640.957
728,2000,2920.34
728,2005,3984.596
728,2010,51.64803
728,2015,47.19845
736,1970,1194.682
736,1975,2520.352
736,1980,2309.649
736,1985,2304.248
736,1990,2620.428
736,1995,2640.957
736,2000,826.0929
736,2005,1739.006
736,2010,1144.729
736,2015,1302.096
748,1970,18.69248
748,1975,29.26653
748,1980,43.84031
748,1985,63.64415
748,1990,84.53894
748,1995,103.3092
748,2000,120.0316
748,2005,183.459
748,2010,220.7601
748,2015,9018.789
752,1970,15227.4
752,1975,14531.07
752,1980,15904.52
752,1985,19025.02
752,1990,15854.97
752,1995,22646.3
752,2000,26547.6
752,2005,28772.79
752,2010,34264.23
752,2015,39397.4
756,1970,15743.76
756,1975,19807.45
756,1980,15986.97
756,1985,17500.71
756,1990,21581.41
756,1995,23240.32
756,2000,26767.83
756,2005,28564.94
756,2010,31289.06
756,2015,33854.19
762,1970,240.7389
762,1975,240.7389
762,1980,240.7389
762,1985,240.7389
762,1990,240.7389
762,1995,40.26145
762,2000,63.73239
762,2005,133.3576
762,2010,190.3923
762,2015,325.5739
764,1970,1132.351
764,1975,1642.826
764,1980,2519.253
764,1985,3369.166
764,1990,5875.839
764,1995,9346.65
764,2000,11174.1
764,2005,12454.78
764,2010,16329.39
764,2015,8517.755
768,1970,24.88911
768,1975,104.13
768,1980,95.62939
768,1985,84.53301
768,1990,107.3348
768,1995,98.66734
768,2000,87.05524
768,2005,96.97988
768,2010,164.292
768,2015,240.7748
776,1970,22.48277
776,1975,22.48277
776,1980,22.48277
776,1985,1.61179
776,1990,1.61179
776,1995,16.1067
776,2000,13.94216
776,2005,74.4689
776,2010,29.95125
776,2015,29.95125
780,1970,1029.026
780,1975,1143.609
780,1980,493.8998
780,1985,397.3305
780,1990,287.263
780,1995,320.2707
780,2000,456.5982
780,2005,1232.287
780,2010,2373.103
780,2015,174.4503
788,1970,1194.682
788,1975,2520.352
788,1980,589.4365
788,1985,723.2736
788,1990,963.1129
788,1995,1274.371
788,2000,1598.629
788,2005,2026.667
788,2010,2237.81
788,2015,2556.994
792,1970,3309.508
792,1975,6264.777
792,1980,3792.997
792,1985,3292.097
792,1990,9738.243
792,1995,5585.709
792,2000,10532.4
792,2005,13690.5
792,2010,3012.543
792,2015,3422.213
795,1970,204.0663
795,1975,204.0663
795,1980,204.0663
795,1985,204.0663
795,1990,204.0663
795,1995,740.0636
795,2000,719.8837
795,2005,1092.545
795,2010,789.865
795,2015,2120.2
798,1970,22.48277
798,1975,22.48277
798,1980,22.48277
798,1985,1.61179
798,1990,1.61179
798,1995,.95651
798,2000,16.65142
798,2005,74.4689
798,2010,29.95125
798,2015,29.95125
800,1970,209.3517
800,1975,197.4945
800,1980,75.43453
800,1985,160.265
800,1990,737.8761
800,1995,290.1906
800,2000,365.7722
800,2005,608.2354
800,2010,466.4526
800,2015,621.6813
804,1970,995.8151
804,1975,995.8151
804,1980,995.8151
804,1985,4141.675
804,1990,4141.675
804,1995,3386.922
804,2000,4744.498
804,2005,7986.177
804,2010,7924.404
804,2015,5778.625
807,1970,8582.053
807,1975,12134.57
807,1980,16885.87
807,1985,19552.84
807,1990,304.2895
807,1995,269.4717
807,2000,234.8198
807,2005,17003.81
807,2010,15312.97
807,2015,15974.45
810,1970,995.8151
810,1975,995.8151
810,1980,995.8151
810,1985,4141.675
810,1990,4141.675
810,1995,3677.789
810,2000,34353.39
810,2005,52134.96
810,2010,60429.53
810,2015,58747.19
818,1970,1614.088
818,1975,2043.225
818,1980,3264.811
818,1985,4473.355
818,1990,5025.587
818,1995,5985.065
818,2000,6336.298
818,2005,6286.97
818,2010,1144.729
818,2015,1302.096
826,1970,53549.23
826,1975,66848.41
826,1980,60968.97
826,1985,59995.05
826,1990,68199.95
826,1995,76938.41
826,2000,93025.21
826,2005,117392.3
826,2010,135574.2
826,2015,143264.2
834,1970,209.3517
834,1975,197.4945
834,1980,262.977
834,1985,273.472
834,1990,269.7369
834,1995,366.9659
834,2000,783.6427
834,2005,1023.536
834,2010,1426.297
834,2015,2084.978
840,1970,34649.04
840,1975,38856.31
840,1980,43657.06
840,1985,47566.11
840,1990,57704.29
840,1995,55945.95
840,2000,57347.38
840,2005,62593.35
840,2010,856554.9
840,2015,856554.9
854,1970,924.6931
854,1975,32.02933
854,1980,39.57533
854,1985,41.24294
854,1990,111.3643
854,1995,54.54488
854,2000,303.803
854,2005,307.5793
854,2010,412.7969
854,2015,680.0585
858,1970,1464.942
858,1975,458.3468
858,1980,499.1264
858,1985,598.3895
858,1990,654.037
858,1995,811.1044
858,2000,773.8965
858,2005,980.7858
858,2010,2100.644
858,2015,2677.35
860,1970,204.0663
860,1975,204.0663
860,1980,204.0663
860,1985,204.0663
860,1990,204.0663
860,1995,740.0636
860,2000,719.8837
860,2005,1092.545
860,2010,3184.696
860,2015,3141.01
882,1970,22.48277
882,1975,22.48277
882,1980,22.48277
882,1985,1.61179
882,1990,1.61179
882,1995,18.91929
882,2000,19.36067
882,2005,36.4794
882,2010,29.95125
882,2015,29.95125
887,1970,3309.508
887,1975,2321.514
887,1980,4173.942
887,1985,3436.749
887,1990,4813.628
887,1995,4206.674
887,2000,2682.293
887,2005,1951.013
887,2010,3012.543
887,2015,3422.213
890,1970,8582.053
890,1975,12134.57
890,1980,16885.87
890,1985,19552.84
890,1990,14871.88
890,1995,14854.39
890,2000,15397.13
890,2005,1742.804
890,2010,1692.723
890,2015,1599.389
894,1970,348.5056
894,1975,375.8427
894,1980,338.3184
894,1985,245.229
894,1990,165.9194
894,1995,158.3643
894,2000,223.6381
894,2005,188.2529
894,2010,773.942
894,2015,1067.637
