"cc","year","iso","wic_mys","country","age","sex","educ","weighted_OECD_avg","n_OECD","mean_country","n_country","mys","adj_factor","qamys_piaac","highLS","prop_19","prop_20_64","prop_65","illiterate_prop","hlo_mean","qamys_dhs_full","qamys_dhs_part","qamys"
"Afghanistan",2015,4,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,0.562305129755427,0.4127662979692,0.0249285722753731,56.980282,NA,0.77934915356,1.05067879555,0.623479322848
"Albania",2015,8,10.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7,0.265795505079875,0.60883248383676,0.125372011083365,1.8588486,436.73,10.27811499925,10.55483202886,8.2224919994
"Algeria",2015,12,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,0.362151859050724,0.579151043952599,0.0586970969966769,18.592163,375.14,NA,NA,NA
"Angola",2015,24,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30000000000001,0.575075468515002,0.401862214772087,0.0230623167129109,33.969887,NA,1.67166738486,2.07992940252,1.337333907888
"Antigua and Barbuda",2015,28,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,0.332,0.602,0.066,1.0500031,NA,NA,NA,NA
"Argentina",2015,32,10.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1,0.331231729987354,0.559487967418621,0.109280302594025,0.89705402,429.38,NA,NA,NA
"Armenia",2015,51,11.03,"Armenia",0,0,0,262.45345050269,182648,255.25591,NA,11.03,0.972575934936637,10.7275125623511,94.1,0.260866584395996,0.630056218291512,0.109077197312491,0.26393127,469.07,NA,NA,10.7275125623511
"Aruba",2015,533,9.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,0.259578544061303,0.618773946360153,0.121647509578544,2.1925812,NA,NA,NA,NA
"Australia",2015,36,13.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,0.250563053599341,0.599660487083382,0.149776459317276,0.200718699596004,509.22,NA,NA,NA
"Austria",2015,40,12.16,"Austria",0,0,0,262.45345050269,182648,269.41,4700,12.16,1.02650584126056,12.4823110297284,79.5,0.19384016223441,0.617758215421487,0.188401622344103,0.200718699596004,519.54,NA,NA,12.4823110297284
"Azerbaijan",2015,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.4,0.303927379355523,0.638685258549875,0.0573873620946023,0.21021526,453.14,NA,NA,NA
"Bahamas",2015,44,12.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7,0.28593588417787,0.631075491209928,0.0829886246122027,3.0908464189511,NA,NA,NA,NA
"Bahrain",2015,48,9.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8,0.262755102040816,0.71399416909621,0.0232507288629738,2.6884129,452.36,NA,NA,NA
"Bangladesh",2015,50,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,0.394148770194596,0.555469189573468,0.0503820402319351,28.824696,NA,3.10795318176,3.7947936667,2.486362545408
"Barbados",2015,52,10.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,0.258529722124516,0.599718607105171,0.141751670770313,0.40000153,NA,NA,NA,NA
"Belarus",2015,112,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9,0.210049657877258,0.64658562557328,0.143364716549463,0.24343872,NA,NA,NA,NA
"Belgium",2015,56,11.95,"Belgium",0,0,0,262.45345050269,182648,275.3,5002,11.95,1.04894791618363,12.5349275983944,73.7,0.225905615747836,0.592670027197264,0.1814243570549,0.401437399192008,529.11,NA,NA,12.5349275983944
"Belize",2015,84,8.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,0.431394377957139,0.531032563317562,0.0375730587252992,2.97104704803771,NA,NA,NA,NA
"Benin",2015,204,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,0.537564766839378,0.43015581861503,0.0322794145455921,57.6376,279.03,1.5559994061,1.9189865033,1.24479952488
"Bhutan",2015,64,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,0.370793650793651,0.582349206349206,0.0468571428571429,33.43885,NA,NA,NA,NA
"Bolivia (Plurinational State of)",2015,68,9.53,"Bolivia (Plurinational State of)",0,0,0,262.45345050269,182648,195.7627,NA,9.53,0.745894937273814,7.10837875221945,48.1,0.425317258291607,0.510028252538533,0.0646544891698602,7.5449219,NA,9.0506785482,9.21416672744,7.10837875221945
"Bosnia and Herzegovina",2015,70,11.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1,0.210803167420814,0.632013574660634,0.157183257918552,2.4330978,460.77,NA,NA,NA
"Botswana",2015,72,9.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2,0.415146439726585,0.547598569553212,0.0372549907202028,13.176819,398.47,NA,NA,NA
"Brazil",2015,76,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1,0.309549301779262,0.61083959835859,0.0796110998621476,7.2100849,408.76,NA,NA,NA
"Brunei Darussalam",2015,96,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,0.322078544061303,0.636973180076628,0.040948275862069,2.7858887,NA,NA,NA,NA
"Bulgaria",2015,100,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8,0.182545099951243,0.616716584244619,0.200738315804137,1.6475525,490.67,NA,NA,NA
"Burkina Faso",2015,854,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.564448174755244,0.411471073832545,0.024080751412211,58.775551,296.88,0.58703018124,0.8035790937,0.469624144992
"Burundi",2015,108,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,0.549835287658339,0.425144123298953,0.0250205890427076,31.624672,332.33,2.68528430345,2.9274253904,2.14822744276
"Cambodia",2015,116,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,0.417071536270732,0.541741304431872,0.0411871592973955,19.473511,NA,3.1796737896,4.2739603896,2.54373903168
"Cameroon",2015,120,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,0.535209170760756,0.433176575677167,0.0316142535620769,22.928963,336.64,5.06119624115,5.7350745746,4.04895699292
"Canada",2015,124,13.29,"Canada",0,0,0,262.45345050269,182648,273.58,24462,13.29,1.04239437308216,13.8534212182618,88.6,0.218704099345707,0.619806271420305,0.161489629233988,0.200718699596004,519.69,NA,NA,13.8534212182618
"Cape Verde",2015,132,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.419778570088197,0.535560142615875,0.0446612872959279,13.209709,NA,NA,NA,NA
"Central African Republic",2015,140,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.10000000000001,0.550672034140654,0.412723553091797,0.0366044127675488,62.604179,NA,NA,NA,NA
"Chad",2015,148,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19999999999999,0.587412737162191,0.387960940511371,0.024626322326438,75.842728,300.46,0.88456788486,1.12934663341,0.707654307888
"Channel Islands",2015,830,12.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7,0.200122025625381,0.62660158633313,0.173276388041489,0.200718699596004,NA,NA,NA,NA
"Chile",2015,152,11.32,"Chile",0,0,0,262.45345050269,182648,218.59,4789,11.32,0.832871503808862,9.42810542311631,62.6,0.283323855798844,0.612477690259159,0.104198453941997,3.3617935,455.97,NA,NA,9.42810542311631
"China",2015,156,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,0.234679165881684,0.668561457416526,0.09675937670179,3.159111,554.72,NA,NA,NA
"Colombia",2015,170,8.51,"Colombia",0,0,0,262.45345050269,182648,231.02594,NA,8.51,0.880254915900342,7.49096933431191,49.1,0.32725474708147,0.602364677857734,0.0703805750607962,5.3361993,413.67,NA,NA,7.49096933431191
"Comoros",2015,174,7.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,0.506109324758842,0.464951768488746,0.0289389067524116,41.18298,297.43,4.2442661197,5.10633103906,3.39541289576
"Congo",2015,178,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,0.522590331298168,0.443739365428886,0.0336703032729457,19.701241,NA,6.8340281007,7.43053501872,5.46722248056
"Costa Rica",2015,188,9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,0.305689027561102,0.605283411336453,0.0890275611024441,2.1362076,422.54,NA,NA,NA
"Cote d'Ivoire",2015,384,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,0.53711085431355,0.434034044431749,0.0288551012547013,52.834648,259.79,2.09814302608,2.3168725008,1.678514420864
"Croatia",2015,191,12.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7,0.205315834198848,0.605868189972618,0.188815975828534,0.87464142,491.55,NA,NA,NA
"Cuba",2015,192,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,0.223994276690601,0.636953733674173,0.139051989635226,0.24746704,507.91,NA,NA,NA
"Curaçao",2015,531,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,0.25506329113924,0.589873417721519,0.15506329113924,3.6,NA,NA,NA,NA
"Cyprus",2015,196,13.01,"Cyprus",0,0,0,262.45345050269,182648,269.35,4750,13.01,1.0262772292919,13.3518667530876,82.9,0.236109914721337,0.635541390300629,0.128348694978034,1.3215714,518,NA,NA,13.3518667530876
"Czech Republic",2015,203,13.02,"Czech Republic",0,0,0,262.45345050269,182648,273.92,5377,13.02,1.04368984090454,13.5888417285771,90.7,0.194301129021609,0.625725092198715,0.179973778779676,0.200718699596004,516.2,NA,NA,13.5888417285771
"Democratic People's Republic of Korea",2015,408,11.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9,0.288466947403449,0.614560018381261,0.0969730342152905,0.200718699596004,NA,NA,NA,NA
"Democratic Republic of the Congo",2015,180,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,0.566317919697204,0.403504880795206,0.0301771995075896,22.957321,340.17,4.5846735662,5.17439715214,3.66773885296
"Denmark",2015,208,12.6,"Denmark",0,0,0,262.45345050269,182648,270.74,6812,12.6,1.03157340656577,12.9978249227287,78.5,0.231779348170024,0.577734416200823,0.190486235629153,0.200718699596004,534.18,NA,NA,12.9978249227287
"Djibouti",2015,262,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,0.42478162406988,0.534239189043459,0.0409791868866602,19.0515236129458,NA,NA,NA,NA
"Dominican Republic",2015,214,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,0.392162077448401,0.5413124626008,0.0665254599507993,7.1151657,337.71,7.4511111555,8.15628137247,5.9608889244
"Ecuador",2015,218,9.4,"Ecuador",0,0,0,262.45345050269,182648,194.8,4996,9.4,0.742226858236727,6.97693246742524,43.5,0.383057124455014,0.549915774871185,0.067027100673801,6.1214423,414.71,NA,NA,6.97693246742524
"Egypt",2015,818,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6,0.418119313989346,0.531250933006905,0.0506297530037491,28.831749,397.83,5.97624029856,6.39562557888,4.780992238848
"El Salvador",2015,222,8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,0.389694934583584,0.530997560743815,0.0793075046726011,11.599268,363.87,NA,NA,NA
"Equatorial Guinea",2015,226,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,0.458443215652914,0.512632922160783,0.0289238621863037,5.6294632,NA,NA,NA,NA
"Eritrea",2015,232,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,0.522655992076593,0.440801419610432,0.0365425883129746,23.429482,NA,NA,NA,NA
"Estonia",2015,233,13.27,"Estonia",0,0,0,262.45345050269,182648,275.42,7087,13.27,1.04940514012094,13.9256062094049,84.7,0.20556484719477,0.60620343621712,0.18823171658811,0.11421204,542.42,NA,NA,13.9256062094049
"Ethiopia",2015,231,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,0.534015877514599,0.431172566571092,0.0348115559143091,48.228821,NA,1.27658612604,1.78145498778,1.021268900832
"Fiji",2015,242,11.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,0.373276538504652,0.568434032059186,0.0582894294361619,0.91789246,NA,NA,NA,NA
"Finland",2015,246,13.03,"Finland",0,0,0,262.45345050269,182648,287.47,5042,13.03,1.09531804382604,14.2719941110533,86.4,0.219145598482361,0.578216774287695,0.202637627229944,0.200718699596004,531.13,NA,NA,14.2719941110533
"France",2015,250,12.14,"France",0,0,0,262.45345050269,182648,261.34,6457,12.14,0.995757531476316,12.0884964321225,79.9,0.241626742295424,0.568982797353821,0.189390460350755,0.401437399192008,499.18,NA,NA,12.0884964321225
"French Guiana",2015,254,8.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,0.430431547619048,0.521577380952381,0.0479910714285714,9,NA,NA,NA,NA
"French Polynesia",2015,258,10.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5,0.323730644580483,0.603889088944904,0.0723802664746129,9,NA,NA,NA,NA
"Gabon",2015,266,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,0.45215769569497,0.502719784489458,0.0451225198155727,15.33284,324.76,7.4887081974,7.97870443884,5.99096655792
"Gambia",2015,270,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,0.564775485436893,0.411913430420712,0.0233110841423948,49.222031,267.32,2.20741862052,2.52795005148,1.765934896416
"Georgia",2015,268,12.65,"Georgia",0,0,0,262.45345050269,182648,244.55569,NA,12.65,0.931805962282418,11.7873454228726,94,0.246868277869164,0.606984689358471,0.146147032772365,0.63574219,459.68,NA,NA,11.7873454228726
"Germany",2015,276,13.73,"Germany",0,0,0,262.45345050269,182648,269.35,4954,13.73,1.0262772292919,14.0907863581778,86,0.18139004918741,0.607434532034234,0.211175418778356,0.200718699596004,524.26,NA,NA,14.0907863581778
"Ghana",2015,288,7.58,"Ghana",0,0,0,262.45345050269,182648,132.58189,NA,7.58,0.505163448017389,3.82913893597181,23.4,0.492261846498526,0.47387444216052,0.0338637113409537,20.960358,336.16,3.4723669599,4.23122860882,3.82913893597181
"Greece",2015,300,11.78,"Greece",0,0,0,262.45345050269,182648,253.42,4693,11.78,0.965580751613714,11.3745412540095,73,0.195287846101731,0.605234537966446,0.199477615931823,2.0640488,477.87,NA,NA,11.3745412540095
"Grenada",2015,308,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,0.35607476635514,0.57196261682243,0.0719626168224299,1.4000015,NA,NA,NA,NA
"Guadeloupe",2015,312,10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,0.270426287744227,0.565719360568384,0.163854351687389,4,NA,NA,NA,NA
"Guam",2015,316,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,0.341779975278121,0.569221260815822,0.0889987639060569,9,NA,NA,NA,NA
"Guatemala",2015,320,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,0.474729886047599,0.48019369446974,0.045076419482661,21.136856,389.02,4.9334662754,5.5271393704,3.94677302032
"Guinea",2015,324,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,0.533294184786654,0.436153407164184,0.0305524080491618,71.344208,NA,1.14146470053,1.64928144996,0.913171760424
"Guinea-Bissau",2015,624,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,0.522139387778154,0.449056816898227,0.0288037953236191,54.418839,NA,NA,NA,NA
"Guyana",2015,328,10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1,0.407624251886547,0.542024460057247,0.0503512880562061,14.360268,NA,8.99645340978,9.44426855546,7.197162727824
"Haiti",2015,332,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,0.441994882999981,0.511690664276243,0.0463144527237754,38.308651,NA,3.92517063817,4.64914207491,3.140136510536
"Honduras",2015,340,5.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,0.438967502901527,0.516884653155968,0.0441478439425051,11.966817,363.71,5.41178850114,5.47453159062,4.329430800912
"Hong Kong Special Administrative Region of China",2015,344,12.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0.161366020650433,0.686433659102203,0.152200320247363,2.87817159145408,605.4,NA,NA,NA
"Hungary",2015,348,12.41,"Hungary",0,0,0,262.45345050269,182648,263.74,5779,12.41,1.00490201022256,12.470833946862,83.5,0.196871965244058,0.628142090467672,0.17498594428827,0.90000153,522.5,NA,NA,12.470833946862
"Iceland",2015,352,13.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7,0.269452013321223,0.593399939448986,0.137148047229791,0.401437399192008,511.8,NA,NA,NA
"India",2015,356,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6,0.380775689050946,0.562864359525486,0.0563599514235678,25.627007,378.54,5.0458021602,5.43208106116,4.03664172816
"Indonesia",2015,360,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,0.365713617303776,0.583339724178854,0.0509466585173703,4.5821786,396.71,8.58471725616,8.78627945214,6.867773804928
"Iran (Islamic Republic of)",2015,364,9.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,0.305504068103723,0.644150234434164,0.0503456974621131,14.45575,433.92,NA,NA,NA
"Iraq",2015,368,7.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,0.511901103312707,0.457363954760026,0.0307349419272672,15.549999,NA,NA,NA,NA
"Ireland",2015,372,12.63,"Ireland",0,0,0,262.45345050269,182648,266.48,5646,12.63,1.01534195679119,12.8237689142727,78.6,0.274823939916172,0.592881002531861,0.132295057551967,0.401437399192008,535.42,NA,NA,12.8237689142727
"Israel",2015,376,11.86,"Israel",0,0,0,262.45345050269,182648,254.13,4903,11.86,0.968285993242811,11.4838718798597,65.6,0.356041720926195,0.531706167603031,0.112252111470774,1.57162168711461,514.24,NA,NA,11.4838718798597
"Italy",2015,380,11.94,"Italy",0,0,0,262.45345050269,182648,249.2,4398,11.94,0.949501709818236,11.3370504152297,62.1,0.184129240862861,0.592241918244701,0.223628840892438,0.84423828,500.75,NA,NA,11.3370504152297
"Jamaica",2015,388,10.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,0.33098861301668,0.575965456001671,0.0930459309816485,11.900002,NA,NA,NA,NA
"Japan",2015,392,13.81,"Japan",0,0,0,262.45345050269,182648,296.31,4902,13.81,1.12900020720803,15.5914928615429,93.6,0.176665575284651,0.563174999589755,0.260159425125594,0.200718699596004,590.89,NA,NA,15.5914928615429
"Jordan",2015,400,9.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2,0.460936305871564,0.501430224687207,0.0376334694412298,1.7728882,387.01,9.20481262952,9.77116647546,7.363850103616
"Kazakhstan",2015,398,11.31,"Kazakhstan",0,0,0,262.45345050269,182648,249.27,5711,11.31,0.949768423781668,10.7418808729707,91.4,0.331415789592301,0.60104009375493,0.0675441166527687,0.21836853,536.11,NA,NA,10.7418808729707
"Kenya",2015,404,8.28,"Kenya",0,0,0,262.45345050269,182648,170.8426,NA,8.28,0.650944385272043,5.38981951005251,32.5,0.522831862153638,0.451366397832391,0.0258017400139709,18.465027,355.93,6.6399029406,7.34324701068,5.38981951005251
"Kiribati",2015,296,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,0.455111111111111,0.507555555555556,0.0373333333333333,9,NA,NA,NA,NA
"Kuwait",2015,414,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,0.264310576996367,0.715058817551259,0.0206306054523743,4.0740433,372.3,NA,NA,NA
"Kyrgyzstan",2015,417,10.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9,0.39841445742051,0.558792941778194,0.0427926008012957,0.41400146,362.14,NA,NA,NA
"Lao People's Democratic Republic",2015,418,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0.444307729243882,0.5168434794352,0.0388487913209189,15.338959,NA,NA,NA,NA
"Latvia",2015,428,12.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9,0.195042400521853,0.612123036780571,0.192834562697576,0.11068726,508.22,NA,NA,NA
"Lebanon",2015,422,10.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,0.335190375281974,0.583378904914895,0.0814307198031308,4.9305573,454.42,NA,NA,NA
